hgnc_symbol	ensembl_gene_id	chromosome_name	origsymbol
FAM76B	FAM76B	ENSG00000077458	11	FAM76B
FAM78A	FAM78A	ENSG00000126882	9	FAM78A
FAM78B	FAM78B	ENSG00000188859	1	FAM78B
FAM83A	FAM83A	ENSG00000147689	8	FAM83A
FAM83C-AS1	FAM83C-AS1	ENSG00000235214	20	FAM83C-AS1
FAM83D	FAM83D	ENSG00000101447	20	FAM83D
FAM83G	FAM83G	ENSG00000188522	17	FAM83G
FAM83H	FAM83H	ENSG00000273889	CHR_HSCHR8_3_CTG7	FAM83H
FAM83H-AS1	FAM83H-AS1	ENSG00000282685	CHR_HSCHR8_3_CTG7	FAM83H-AS1
FAM86A	NA	NA	NA	FAM86A
FAM86B2	FAM86B2	ENSG00000145002	8	FAM86B2
FAM86C1	FAM86C1	ENSG00000158483	11	FAM86C1
FAM89A	FAM89A	ENSG00000182118	1	FAM89A
FAM89B	FAM89B	ENSG00000176973	11	FAM89B
FAM8A1	FAM8A1	ENSG00000137414	6	FAM8A1
FAM91A1	FAM91A1	ENSG00000176853	8	FAM91A1
FAM92A1	NA	NA	NA	FAM92A1
FAM96A	NA	NA	NA	FAM96A
FAM96B	NA	NA	NA	FAM96B
FAM98A	FAM98A	ENSG00000119812	2	FAM98A
FAM98B	FAM98B	ENSG00000171262	15	FAM98B
FAM98C	FAM98C	ENSG00000130244	19	FAM98C
FAM9B	FAM9B	ENSG00000177138	X	FAM9B
FAN1	FAN1	ENSG00000276787	CHR_HSCHR15_4_CTG8	FAN1
FANCA	FANCA	ENSG00000187741	16	FANCA
FANCB	FANCB	ENSG00000181544	X	FANCB
FANCC	FANCC	ENSG00000158169	9	FANCC
FANCD2	FANCD2	ENSG00000144554	3	FANCD2
FANCE	FANCE	ENSG00000112039	6	FANCE
FANCF	FANCF	ENSG00000183161	11	FANCF
FANCG	FANCG	ENSG00000221829	9	FANCG
FANCI	FANCI	ENSG00000140525	15	FANCI
FANCL	FANCL	ENSG00000115392	2	FANCL
FANCM	FANCM	ENSG00000187790	14	FANCM
FANK1	FANK1	ENSG00000203780	10	FANK1
FAR1	FAR1	ENSG00000197601	11	FAR1
FAR2	FAR2	ENSG00000064763	12	FAR2
FARP2	FARP2	ENSG00000006607	2	FARP2
FARS2	FARS2	ENSG00000145982	6	FARS2
FARSA	FARSA	ENSG00000179115	19	FARSA
FARSB	FARSB	ENSG00000116120	2	FARSB
FASN	FASN	ENSG00000169710	17	FASN
FASTK	FASTK	ENSG00000164896	7	FASTK
FASTKD1	FASTKD1	ENSG00000138399	2	FASTKD1
FASTKD2	FASTKD2	ENSG00000118246	2	FASTKD2
FASTKD3	FASTKD3	ENSG00000124279	5	FASTKD3
FASTKD5	FASTKD5	ENSG00000215251	20	FASTKD5
FAT1	FAT1	ENSG00000083857	4	FAT1
FAU	FAU	ENSG00000149806	11	FAU
FAXDC2	FAXDC2	ENSG00000170271	5	FAXDC2
FBF1	FBF1	ENSG00000188878	17	FBF1
FBL	FBL	ENSG00000280548	CHR_HG2021_PATCH	FBL
FBRS	FBRS	ENSG00000156860	16	FBRS
FBRSL1	FBRSL1	ENSG00000112787	12	FBRSL1
FBXL12	FBXL12	ENSG00000127452	19	FBXL12
FBXL13	FBXL13	ENSG00000161040	7	FBXL13
FBXL15	FBXL15	ENSG00000107872	10	FBXL15
FBXL16	FBXL16	ENSG00000127585	16	FBXL16
FBXL17	FBXL17	ENSG00000145743	5	FBXL17
FBXL18	FBXL18	ENSG00000155034	7	FBXL18
FBXL19	FBXL19	ENSG00000099364	16	FBXL19
FBXL19-AS1	FBXL19-AS1	ENSG00000260852	16	FBXL19-AS1
FBXL2	FBXL2	ENSG00000153558	3	FBXL2
FBXL20	FBXL20	ENSG00000108306	17	FBXL20
FBXL3	FBXL3	ENSG00000005812	13	FBXL3
FBXL4	FBXL4	ENSG00000112234	6	FBXL4
FBXL5	FBXL5	ENSG00000118564	4	FBXL5
FBXL6	FBXL6	ENSG00000285442	CHR_HG2419_PATCH	FBXL6
FBXL8	FBXL8	ENSG00000135722	16	FBXL8
FBXO10	FBXO10	ENSG00000147912	9	FBXO10
FBXO11	FBXO11	ENSG00000138081	2	FBXO11
FBXO17	FBXO17	ENSG00000282954	CHR_HG26_PATCH	FBXO17
FBXO18	NA	NA	NA	FBXO18
FBXO2	FBXO2	ENSG00000116661	1	FBXO2
FBXO21	FBXO21	ENSG00000135108	12	FBXO21
FBXO22	FBXO22	ENSG00000167196	15	FBXO22
FBXO24	FBXO24	ENSG00000106336	7	FBXO24
FBXO25	FBXO25	ENSG00000147364	8	FBXO25
FBXO27	FBXO27	ENSG00000283021	CHR_HG26_PATCH	FBXO27
FBXO28	FBXO28	ENSG00000143756	1	FBXO28
FBXO3	FBXO3	ENSG00000110429	11	FBXO3
FBXO30	FBXO30	ENSG00000118496	6	FBXO30
FBXO31	FBXO31	ENSG00000103264	16	FBXO31
FBXO32	FBXO32	ENSG00000156804	8	FBXO32
FBXO33	FBXO33	ENSG00000165355	14	FBXO33
FBXO34	FBXO34	ENSG00000178974	14	FBXO34
FBXO36	FBXO36	ENSG00000153832	2	FBXO36
FBXO38	FBXO38	ENSG00000145868	5	FBXO38
FBXO4	FBXO4	ENSG00000151876	5	FBXO4
FBXO41	FBXO41	ENSG00000163013	2	FBXO41
FBXO42	FBXO42	ENSG00000037637	1	FBXO42
FBXO44	FBXO44	ENSG00000132879	1	FBXO44
FBXO45	FBXO45	ENSG00000174013	3	FBXO45
FBXO46	FBXO46	ENSG00000177051	19	FBXO46
FBXO48	FBXO48	ENSG00000204923	2	FBXO48
FBXO5	FBXO5	ENSG00000112029	6	FBXO5
FBXO6	FBXO6	ENSG00000116663	1	FBXO6
FBXO7	FBXO7	ENSG00000100225	22	FBXO7
FBXO8	FBXO8	ENSG00000164117	4	FBXO8
FBXO9	FBXO9	ENSG00000112146	6	FBXO9
FBXW11	FBXW11	ENSG00000072803	5	FBXW11
FBXW2	FBXW2	ENSG00000119402	9	FBXW2
FBXW4	FBXW4	ENSG00000107829	10	FBXW4
FBXW5	FBXW5	ENSG00000159069	9	FBXW5
FBXW7	FBXW7	ENSG00000109670	4	FBXW7
FBXW8	FBXW8	ENSG00000174989	12	FBXW8
FBXW9	FBXW9	ENSG00000132004	19	FBXW9
FCF1	FCF1	ENSG00000119616	14	FCF1
FCGR1B	FCGR1B	ENSG00000198019	1	FCGR1B
FCGR2A	FCGR2A	ENSG00000143226	1	FCGR2A
FCGR2B	FCGR2B	ENSG00000072694	1	FCGR2B
FCGR3A	FCGR3A	ENSG00000203747	1	FCGR3A
FCGR3B	FCGR3B	ENSG00000162747	1	FCGR3B
FCGRT	FCGRT	ENSG00000104870	19	FCGRT
FCHO1	FCHO1	ENSG00000130475	19	FCHO1
FCHO2	FCHO2	ENSG00000157107	5	FCHO2
FCHSD1	FCHSD1	ENSG00000197948	5	FCHSD1
FCHSD2	FCHSD2	ENSG00000137478	11	FCHSD2
FCRLA	FCRLA	ENSG00000132185	1	FCRLA
FCRLB	FCRLB	ENSG00000162746	1	FCRLB
FDFT1	FDFT1	ENSG00000079459	8	FDFT1
FDPS	FDPS	ENSG00000160752	1	FDPS
FDX1	FDX1	ENSG00000137714	11	FDX1
FDX1L	NA	NA	NA	FDX1L
FDXACB1	FDXACB1	ENSG00000255561	11	FDXACB1
FDXR	FDXR	ENSG00000161513	17	FDXR
FECH	FECH	ENSG00000066926	18	FECH
FEM1A	FEM1A	ENSG00000141965	19	FEM1A
FEM1B	FEM1B	ENSG00000169018	15	FEM1B
FEM1C	FEM1C	ENSG00000145780	5	FEM1C
FEN1	FEN1	ENSG00000168496	11	FEN1
FER	FER	ENSG00000151422	5	FER
FERMT2	FERMT2	ENSG00000073712	14	FERMT2
FERMT3	FERMT3	ENSG00000149781	11	FERMT3
FES	FES	ENSG00000182511	15	FES
FEZ1	FEZ1	ENSG00000149557	11	FEZ1
FEZ2	FEZ2	ENSG00000171055	2	FEZ2
FGD3	FGD3	ENSG00000127084	9	FGD3
FGD5-AS1	FGD5-AS1	ENSG00000225733	3	FGD5-AS1
FGD6	FGD6	ENSG00000180263	12	FGD6
FGF11	FGF11	ENSG00000283903	CHR_HG2046_PATCH	FGF11
FGF13	FGF13	ENSG00000129682	X	FGF13
FGF14-AS2	FGF14-AS2	ENSG00000272143	13	FGF14-AS2
FGF2	FGF2	ENSG00000138685	4	FGF2
FGF21	FGF21	ENSG00000105550	19	FGF21
FGF22	FGF22	ENSG00000070388	19	FGF22
FGF23	FGF23	ENSG00000118972	12	FGF23
FGF5	FGF5	ENSG00000138675	4	FGF5
FGFBP3	FGFBP3	ENSG00000174721	10	FGFBP3
FGFR1OP	FGFR1OP	ENSG00000213066	6	FGFR1OP
FGFR1OP2	FGFR1OP2	ENSG00000111790	12	FGFR1OP2
FGFR3	FGFR3	ENSG00000068078	4	FGFR3
FGFR4	FGFR4	ENSG00000160867	5	FGFR4
FGFRL1	FGFRL1	ENSG00000127418	4	FGFRL1
FGGY	FGGY	ENSG00000172456	1	FGGY
FH	FH	ENSG00000091483	1	FH
FHIT	FHIT	ENSG00000189283	3	FHIT
FHL2	FHL2	ENSG00000115641	2	FHL2
FHL3	FHL3	ENSG00000183386	1	FHL3
FHOD1	FHOD1	ENSG00000135723	16	FHOD1
FIBCD1	FIBCD1	ENSG00000130720	9	FIBCD1
FIBP	FIBP	ENSG00000172500	11	FIBP
FICD	FICD	ENSG00000198855	12	FICD
FIG4	FIG4	ENSG00000112367	6	FIG4
FIGNL1	FIGNL1	ENSG00000132436	7	FIGNL1
FILIP1	FILIP1	ENSG00000118407	6	FILIP1
FILIP1L	FILIP1L	ENSG00000168386	3	FILIP1L
FIP1L1	FIP1L1	ENSG00000145216	4	FIP1L1
FIS1	FIS1	ENSG00000214253	7	FIS1
FITM2	FITM2	ENSG00000197296	20	FITM2
FIZ1	FIZ1	ENSG00000179943	19	FIZ1
FJX1	FJX1	ENSG00000179431	11	FJX1
FKBP10	FKBP10	ENSG00000141756	17	FKBP10
FKBP11	FKBP11	ENSG00000134285	12	FKBP11
FKBP14	FKBP14	ENSG00000106080	7	FKBP14
FKBP15	FKBP15	ENSG00000119321	9	FKBP15
FKBP1A	FKBP1A	ENSG00000088832	20	FKBP1A
FKBP1B	FKBP1B	ENSG00000119782	2	FKBP1B
FKBP1C	FKBP1C	ENSG00000198225	6	FKBP1C
FKBP2	FKBP2	ENSG00000173486	11	FKBP2
FKBP3	FKBP3	ENSG00000100442	14	FKBP3
FKBP4	FKBP4	ENSG00000004478	12	FKBP4
FKBP5	FKBP5	ENSG00000096060	6	FKBP5
FKBP7	FKBP7	ENSG00000079150	2	FKBP7
FKBP8	FKBP8	ENSG00000105701	19	FKBP8
FKBP9	FKBP9	ENSG00000122642	7	FKBP9
FKBPL	FKBPL	ENSG00000230907	CHR_HSCHR6_MHC_MCF_CTG1	FKBPL
FKRP	FKRP	ENSG00000181027	19	FKRP
FKTN	FKTN	ENSG00000106692	9	FKTN
FLAD1	FLAD1	ENSG00000160688	1	FLAD1
FLCN	FLCN	ENSG00000154803	17	FLCN
FLII	FLII	ENSG00000284571	CHR_HSCHR17_3_CTG1	FLII
FLJ00104	NA	NA	NA	FLJ00104
FLJ20306	NA	NA	NA	FLJ20306
FLJ27365	NA	NA	NA	FLJ27365
FLNA	FLNA	ENSG00000196924	X	FLNA
FLNB	FLNB	ENSG00000136068	3	FLNB
FLNC	FLNC	ENSG00000128591	7	FLNC
FLOT1	FLOT1	ENSG00000236271	CHR_HSCHR6_MHC_SSTO_CTG1	FLOT1
FLOT2	FLOT2	ENSG00000132589	17	FLOT2
FLT1	FLT1	ENSG00000102755	13	FLT1
FLT3LG	FLT3LG	ENSG00000090554	19	FLT3LG
FLVCR1	FLVCR1	ENSG00000162769	1	FLVCR1
FLVCR1-AS1	NA	NA	NA	FLVCR1-AS1
FLYWCH1	FLYWCH1	ENSG00000059122	16	FLYWCH1
FLYWCH2	FLYWCH2	ENSG00000162076	16	FLYWCH2
FMNL1	FMNL1	ENSG00000184922	17	FMNL1
FMNL2	FMNL2	ENSG00000157827	2	FMNL2
FMNL3	FMNL3	ENSG00000161791	12	FMNL3
FMR1	FMR1	ENSG00000102081	X	FMR1
FMR1NB	FMR1NB	ENSG00000176988	X	FMR1NB
FN1	FN1	ENSG00000115414	2	FN1
FN3K	FN3K	ENSG00000167363	17	FN3K
FN3KRP	FN3KRP	ENSG00000141560	17	FN3KRP
FNBP1	FNBP1	ENSG00000187239	9	FNBP1
FNBP1L	FNBP1L	ENSG00000137942	1	FNBP1L
FNBP4	FNBP4	ENSG00000285182	CHR_HG2114_PATCH	FNBP4
FNDC3A	FNDC3A	ENSG00000102531	13	FNDC3A
FNDC3B	FNDC3B	ENSG00000075420	3	FNDC3B
FNDC4	FNDC4	ENSG00000115226	2	FNDC4
FNIP1	FNIP1	ENSG00000217128	5	FNIP1
FNIP2	FNIP2	ENSG00000052795	4	FNIP2
FNTA	FNTA	ENSG00000168522	8	FNTA
FNTB	FNTB	ENSG00000257365	14	FNTB
FOCAD	FOCAD	ENSG00000188352	9	FOCAD
FOLR1	FOLR1	ENSG00000110195	11	FOLR1
FOPNL	FOPNL	ENSG00000276914	CHR_HSCHR16_1_CTG1	FOPNL
FOS	FOS	ENSG00000170345	14	FOS
FOSB	FOSB	ENSG00000125740	19	FOSB
FOSL1	FOSL1	ENSG00000175592	11	FOSL1
FOSL2	FOSL2	ENSG00000075426	2	FOSL2
FOXA2	FOXA2	ENSG00000125798	20	FOXA2
FOXA3	FOXA3	ENSG00000170608	19	FOXA3
FOXD2	FOXD2	ENSG00000186564	1	FOXD2
FOXD2-AS1	FOXD2-AS1	ENSG00000237424	1	FOXD2-AS1
FOXD4	FOXD4	ENSG00000170122	9	FOXD4
FOXG1	FOXG1	ENSG00000176165	14	FOXG1
FOXH1	FOXH1	ENSG00000160973	8	FOXH1
FOXJ2	FOXJ2	ENSG00000065970	12	FOXJ2
FOXJ3	FOXJ3	ENSG00000198815	1	FOXJ3
FOXK1	FOXK1	ENSG00000164916	7	FOXK1
FOXK2	FOXK2	ENSG00000141568	17	FOXK2
FOXL2	FOXL2	ENSG00000183770	3	FOXL2
FOXM1	FOXM1	ENSG00000111206	12	FOXM1
FOXN2	FOXN2	ENSG00000170802	2	FOXN2
FOXN3	FOXN3	ENSG00000053254	14	FOXN3
FOXO1	FOXO1	ENSG00000150907	13	FOXO1
FOXO3	FOXO3	ENSG00000118689	6	FOXO3
FOXO4	FOXO4	ENSG00000184481	X	FOXO4
FOXP1	FOXP1	ENSG00000114861	3	FOXP1
FOXP4	FOXP4	ENSG00000137166	6	FOXP4
FOXRED1	FOXRED1	ENSG00000110074	11	FOXRED1
FOXRED2	FOXRED2	ENSG00000100350	22	FOXRED2
FPGS	FPGS	ENSG00000136877	9	FPGS
FPGT	FPGT	ENSG00000254685	1	FPGT
FRA10AC1	FRA10AC1	ENSG00000148690	10	FRA10AC1
FRAT1	FRAT1	ENSG00000165879	10	FRAT1
FRAT2	FRAT2	ENSG00000181274	10	FRAT2
FRG1	FRG1	ENSG00000283630	CHR_HSCHR4_6_CTG12	FRG1
FRG1B	NA	NA	NA	FRG1B
FRMD1	FRMD1	ENSG00000153303	6	FRMD1
FRMD4A	FRMD4A	ENSG00000151474	10	FRMD4A
FRMD6	FRMD6	ENSG00000139926	14	FRMD6
FRMD8	FRMD8	ENSG00000126391	11	FRMD8
FRRS1	FRRS1	ENSG00000156869	1	FRRS1
FRRS1L	FRRS1L	ENSG00000260230	9	FRRS1L
FRS2	FRS2	ENSG00000166225	12	FRS2
FRS3	FRS3	ENSG00000137218	6	FRS3
FRYL	FRYL	ENSG00000075539	4	FRYL
FSCN1	FSCN1	ENSG00000075618	7	FSCN1
FSCN3	FSCN3	ENSG00000106328	7	FSCN3
FSD1L	FSD1L	ENSG00000106701	9	FSD1L
FSIP1	FSIP1	ENSG00000150667	15	FSIP1
FSTL3	FSTL3	ENSG00000070404	19	FSTL3
FTCD	FTCD	ENSG00000281775	CHR_HSCHR21_5_CTG2	FTCD
FTCDNL1	FTCDNL1	ENSG00000226124	2	FTCDNL1
FTH1	FTH1	ENSG00000167996	11	FTH1
FTL	FTL	ENSG00000087086	19	FTL
FTO	FTO	ENSG00000140718	16	FTO
FTSJ1	FTSJ1	ENSG00000068438	X	FTSJ1
FTSJ2	NA	NA	NA	FTSJ2
FTSJ3	FTSJ3	ENSG00000108592	17	FTSJ3
FTX	FTX	ENSG00000230590	X	FTX
FUBP1	FUBP1	ENSG00000162613	1	FUBP1
FUBP3	FUBP3	ENSG00000107164	9	FUBP3
FUCA1	FUCA1	ENSG00000179163	1	FUCA1
FUCA2	FUCA2	ENSG00000001036	6	FUCA2
FUK	FUK	ENSG00000157353	16	FUK
FUNDC1	FUNDC1	ENSG00000069509	X	FUNDC1
FUNDC2	FUNDC2	ENSG00000165775	X	FUNDC2
FUOM	FUOM	ENSG00000148803	10	FUOM
FURIN	FURIN	ENSG00000140564	15	FURIN
FUS	FUS	ENSG00000089280	16	FUS
FUT1	FUT1	ENSG00000174951	19	FUT1
FUT10	FUT10	ENSG00000172728	8	FUT10
FUT11	FUT11	ENSG00000196968	10	FUT11
FUT4	FUT4	ENSG00000196371	11	FUT4
FUT8	FUT8	ENSG00000033170	14	FUT8
FUZ	FUZ	ENSG00000010361	19	FUZ
FXN	FXN	ENSG00000165060	9	FXN
FXR1	FXR1	ENSG00000114416	3	FXR1
FXR2	FXR2	ENSG00000129245	17	FXR2
FXYD1	FXYD1	ENSG00000266964	19	FXYD1
FXYD4	FXYD4	ENSG00000150201	10	FXYD4
FXYD5	FXYD5	ENSG00000089327	19	FXYD5
FXYD7	FXYD7	ENSG00000221946	19	FXYD7
FYB	NA	NA	NA	FYB
FYCO1	FYCO1	ENSG00000163820	3	FYCO1
FYN	FYN	ENSG00000010810	6	FYN
FYTTD1	FYTTD1	ENSG00000122068	3	FYTTD1
FZD1	FZD1	ENSG00000157240	7	FZD1
FZD4	FZD4	ENSG00000174804	11	FZD4
FZD5	FZD5	ENSG00000163251	2	FZD5
FZD7	FZD7	ENSG00000155760	2	FZD7
FZD9	FZD9	ENSG00000188763	7	FZD9
FZR1	FZR1	ENSG00000105325	19	FZR1
G0S2	G0S2	ENSG00000123689	1	G0S2
G2E3	G2E3	ENSG00000092140	14	G2E3
G3BP1	G3BP1	ENSG00000145907	5	G3BP1
G3BP2	G3BP2	ENSG00000138757	4	G3BP2
G6PC3	G6PC3	ENSG00000141349	17	G6PC3
G6PD	G6PD	ENSG00000160211	X	G6PD
GAA	GAA	ENSG00000171298	17	GAA
GAB1	GAB1	ENSG00000109458	4	GAB1
GAB2	GAB2	ENSG00000033327	11	GAB2
GAB3	GAB3	ENSG00000160219	X	GAB3
GABARAP	GABARAP	ENSG00000170296	17	GABARAP
GABARAPL1	GABARAPL1	ENSG00000139112	12	GABARAPL1
GABARAPL2	GABARAPL2	ENSG00000034713	16	GABARAPL2
GABBR1	GABBR1	ENSG00000237112	CHR_HSCHR6_MHC_QBL_CTG1	GABBR1
GABBR2	GABBR2	ENSG00000136928	9	GABBR2
GABPA	GABPA	ENSG00000154727	21	GABPA
GABPB1	GABPB1	ENSG00000104064	15	GABPB1
GABPB2	GABPB2	ENSG00000143458	1	GABPB2
GABRA2	GABRA2	ENSG00000151834	4	GABRA2
GABRA3	GABRA3	ENSG00000011677	X	GABRA3
GABRE	GABRE	ENSG00000102287	X	GABRE
GABRG1	GABRG1	ENSG00000163285	4	GABRG1
GABRG3	GABRG3	ENSG00000182256	15	GABRG3
GABRQ	GABRQ	ENSG00000268089	X	GABRQ
GAD1	GAD1	ENSG00000128683	2	GAD1
GADD45A	GADD45A	ENSG00000116717	1	GADD45A
GADD45B	GADD45B	ENSG00000099860	19	GADD45B
GADD45G	GADD45G	ENSG00000130222	9	GADD45G
GADD45GIP1	GADD45GIP1	ENSG00000179271	19	GADD45GIP1
GAGE1	GAGE1	ENSG00000205777	X	GAGE1
GAGE10	GAGE10	ENSG00000215274	X	GAGE10
GAGE12D	GAGE12D	ENSG00000227488	X	GAGE12D
GAGE12E	GAGE12E	ENSG00000216649	X	GAGE12E
GAGE12H	GAGE12H	ENSG00000224902	X	GAGE12H
GAGE12I	NA	NA	NA	GAGE12I
GAGE13	GAGE13	ENSG00000274274	X	GAGE13
GAGE2A	GAGE2A	ENSG00000189064	X	GAGE2A
GAGE2B	NA	NA	NA	GAGE2B
GAGE2C	NA	NA	NA	GAGE2C
GAGE2E	GAGE2E	ENSG00000275113	X	GAGE2E
GAK	GAK	ENSG00000178950	4	GAK
GAL	GAL	ENSG00000069482	11	GAL
GAL3ST1	GAL3ST1	ENSG00000128242	22	GAL3ST1
GALC	GALC	ENSG00000054983	14	GALC
GALE	GALE	ENSG00000117308	1	GALE
GALK1	GALK1	ENSG00000108479	17	GALK1
GALK2	GALK2	ENSG00000156958	15	GALK2
GALM	GALM	ENSG00000143891	2	GALM
GALNS	GALNS	ENSG00000141012	16	GALNS
GALNT1	GALNT1	ENSG00000141429	18	GALNT1
GALNT10	GALNT10	ENSG00000164574	5	GALNT10
GALNT11	GALNT11	ENSG00000178234	7	GALNT11
GALNT12	GALNT12	ENSG00000119514	9	GALNT12
GALNT2	GALNT2	ENSG00000143641	1	GALNT2
GALNT5	GALNT5	ENSG00000136542	2	GALNT5
GALNT6	GALNT6	ENSG00000139629	12	GALNT6
GALNT7	GALNT7	ENSG00000109586	4	GALNT7
GALR2	GALR2	ENSG00000182687	17	GALR2
GALT	GALT	ENSG00000213930	9	GALT
GAMT	GAMT	ENSG00000130005	19	GAMT
GAN	GAN	ENSG00000261609	16	GAN
GANAB	GANAB	ENSG00000089597	11	GANAB
GANC	GANC	ENSG00000214013	15	GANC
GAPDH	GAPDH	ENSG00000111640	12	GAPDH
GAPVD1	GAPVD1	ENSG00000165219	9	GAPVD1
GAR1	GAR1	ENSG00000109534	4	GAR1
GAREML	NA	NA	NA	GAREML
GARS	GARS	ENSG00000106105	7	GARS
GART	GART	ENSG00000262473	CHR_HSCHR21_4_CTG1_1	GART
GAS2L1	GAS2L1	ENSG00000185340	22	GAS2L1
GAS2L3	GAS2L3	ENSG00000139354	12	GAS2L3
GAS6	GAS6	ENSG00000183087	13	GAS6
GAS6-AS2	NA	NA	NA	GAS6-AS2
GAS8	GAS8	ENSG00000141013	16	GAS8
GATA1	GATA1	ENSG00000102145	X	GATA1
GATA2	GATA2	ENSG00000179348	3	GATA2
GATAD1	GATAD1	ENSG00000157259	7	GATAD1
GATAD2A	GATAD2A	ENSG00000167491	19	GATAD2A
GATAD2B	GATAD2B	ENSG00000261992	CHR_HSCHR1_1_CTG31	GATAD2B
GATC	GATC	ENSG00000257218	12	GATC
GATM	GATM	ENSG00000171766	15	GATM
GATS	NA	NA	NA	GATS
GATSL3	NA	NA	NA	GATSL3
GBA	GBA	ENSG00000262446	CHR_HSCHR1_2_CTG31	GBA
GBA2	GBA2	ENSG00000070610	9	GBA2
GBAS	NA	NA	NA	GBAS
GBE1	GBE1	ENSG00000114480	3	GBE1
GBF1	GBF1	ENSG00000107862	10	GBF1
GBGT1	GBGT1	ENSG00000148288	9	GBGT1
GBX2	GBX2	ENSG00000168505	2	GBX2
GCAT	GCAT	ENSG00000100116	22	GCAT
GCC1	GCC1	ENSG00000179562	7	GCC1
GCC2	GCC2	ENSG00000135968	2	GCC2
GCDH	GCDH	ENSG00000105607	19	GCDH
GCFC2	GCFC2	ENSG00000005436	2	GCFC2
GCH1	GCH1	ENSG00000131979	14	GCH1
GCHFR	GCHFR	ENSG00000137880	15	GCHFR
GCKR	GCKR	ENSG00000084734	2	GCKR
GCLC	GCLC	ENSG00000001084	6	GCLC
GCLM	GCLM	ENSG00000023909	1	GCLM
GCN1L1	NA	NA	NA	GCN1L1
GCNT2	GCNT2	ENSG00000285222	CHR_HG2057_PATCH	GCNT2
GCSH	GCSH	ENSG00000140905	16	GCSH
GDA	GDA	ENSG00000119125	9	GDA
GDAP1	GDAP1	ENSG00000104381	8	GDAP1
GDAP1L1	GDAP1L1	ENSG00000124194	20	GDAP1L1
GDAP2	GDAP2	ENSG00000196505	1	GDAP2
GDE1	GDE1	ENSG00000006007	16	GDE1
GDF11	GDF11	ENSG00000135414	12	GDF11
GDF15	GDF15	ENSG00000130513	19	GDF15
GDI1	GDI1	ENSG00000203879	X	GDI1
GDI2	GDI2	ENSG00000057608	10	GDI2
GDPD1	GDPD1	ENSG00000153982	17	GDPD1
GDPD3	GDPD3	ENSG00000102886	16	GDPD3
GDPD4	GDPD4	ENSG00000178795	11	GDPD4
GDPD5	GDPD5	ENSG00000158555	11	GDPD5
GDPGP1	GDPGP1	ENSG00000183208	15	GDPGP1
GEMIN2	GEMIN2	ENSG00000092208	14	GEMIN2
GEMIN4	GEMIN4	ENSG00000179409	17	GEMIN4
GEMIN5	GEMIN5	ENSG00000082516	5	GEMIN5
GEMIN6	GEMIN6	ENSG00000152147	2	GEMIN6
GEMIN7	GEMIN7	ENSG00000142252	19	GEMIN7
GEMIN8	GEMIN8	ENSG00000046647	X	GEMIN8
GEN1	GEN1	ENSG00000178295	2	GEN1
GET4	GET4	ENSG00000239857	7	GET4
GFAP	GFAP	ENSG00000131095	17	GFAP
GFER	GFER	ENSG00000127554	16	GFER
GFI1B	GFI1B	ENSG00000165702	9	GFI1B
GFM1	GFM1	ENSG00000168827	3	GFM1
GFM2	GFM2	ENSG00000164347	5	GFM2
GFOD1	GFOD1	ENSG00000145990	6	GFOD1
GFOD2	GFOD2	ENSG00000141098	16	GFOD2
GFPT1	GFPT1	ENSG00000198380	2	GFPT1
GFY	GFY	ENSG00000261949	19	GFY
GGA1	GGA1	ENSG00000100083	22	GGA1
GGA2	GGA2	ENSG00000103365	16	GGA2
GGA3	GGA3	ENSG00000125447	17	GGA3
GGACT	GGACT	ENSG00000134864	13	GGACT
GGCT	GGCT	ENSG00000006625	7	GGCT
GGCX	GGCX	ENSG00000115486	2	GGCX
GGH	GGH	ENSG00000137563	8	GGH
GGNBP2	GGNBP2	ENSG00000278311	CHR_HSCHR17_7_CTG4	GGNBP2
GGPS1	GGPS1	ENSG00000152904	1	GGPS1
GGT1	GGT1	ENSG00000286070	22	GGT1
GGT7	GGT7	ENSG00000131067	20	GGT7
GHDC	GHDC	ENSG00000167925	17	GHDC
GHITM	GHITM	ENSG00000165678	10	GHITM
GHRL	GHRL	ENSG00000157017	3	GHRL
GHRLOS	GHRLOS	ENSG00000240288	3	GHRLOS
GID4	GID4	ENSG00000141034	17	GID4
GID8	GID8	ENSG00000101193	20	GID8
GIGYF1	GIGYF1	ENSG00000146830	7	GIGYF1
GIGYF2	GIGYF2	ENSG00000204120	2	GIGYF2
GIN1	GIN1	ENSG00000145723	5	GIN1
GINM1	GINM1	ENSG00000055211	6	GINM1
GINS1	GINS1	ENSG00000101003	20	GINS1
GINS2	GINS2	ENSG00000131153	16	GINS2
GINS3	GINS3	ENSG00000181938	16	GINS3
GINS4	GINS4	ENSG00000147536	8	GINS4
GIPC1	GIPC1	ENSG00000123159	19	GIPC1
GIPC3	GIPC3	ENSG00000179855	19	GIPC3
GIPR	GIPR	ENSG00000010310	19	GIPR
GIT1	GIT1	ENSG00000108262	17	GIT1
GIT2	GIT2	ENSG00000139436	12	GIT2
GJC2	GJC2	ENSG00000198835	1	GJC2
GJC3	GJC3	ENSG00000176402	7	GJC3
GK	GK	ENSG00000198814	X	GK
GK5	GK5	ENSG00000175066	3	GK5
GKAP1	GKAP1	ENSG00000165113	9	GKAP1
GLA	GLA	ENSG00000102393	X	GLA
GLB1	GLB1	ENSG00000170266	3	GLB1
GLB1L	GLB1L	ENSG00000163521	2	GLB1L
