mgi_symbol	ensembl_gene_id	chromosome_name	origsymbol
Ckap2l	Ckap2l	ENSMUSG00000048327	2	Ckap2l
Ckap4	Ckap4	ENSMUSG00000046841	10	Ckap4
Ckap5	Ckap5	ENSMUSG00000040549	2	Ckap5
Ckb	Ckb	ENSMUSG00000001270	12	Ckb
Cklf	Cklf	ENSMUSG00000054400	8	Cklf
Ckm	Ckm	ENSMUSG00000030399	7	Ckm
Ckmt1	Ckmt1	ENSMUSG00000000308	2	Ckmt1
Ckmt2	Ckmt2	ENSMUSG00000021622	13	Ckmt2
Cks1b	Cks1b	ENSMUSG00000028044	3	Cks1b
Cks2	Cks2	ENSMUSG00000062248	13	Cks2
Clasp1	Clasp1	ENSMUSG00000064302	1	Clasp1
Clasp2	Clasp2	ENSMUSG00000033392	9	Clasp2
Clasrp	Clasrp	ENSMUSG00000061028	7	Clasrp
Clca1	Clca1	ENSMUSG00000028255	3	Clca1
Clca2	Clca2	ENSMUSG00000036960	3	Clca2
Clca3	NA	NA	NA	Clca3
Clca4	NA	NA	NA	Clca4
Clca5	NA	NA	NA	Clca5
Clca6	NA	NA	NA	Clca6
Clcc1	Clcc1	ENSMUSG00000027884	3	Clcc1
Clcf1	Clcf1	ENSMUSG00000097629	CHR_MG153_PATCH	Clcf1
Clcn1	Clcn1	ENSMUSG00000029862	6	Clcn1
Clcn2	Clcn2	ENSMUSG00000022843	16	Clcn2
Clcn3	Clcn3	ENSMUSG00000004319	8	Clcn3
Clcn4-2	NA	NA	NA	Clcn4-2
Clcn5	Clcn5	ENSMUSG00000004317	X	Clcn5
Clcn6	Clcn6	ENSMUSG00000029016	4	Clcn6
Clcn7	Clcn7	ENSMUSG00000036636	17	Clcn7
Clcnka	Clcnka	ENSMUSG00000033770	4	Clcnka
Clcnkb	Clcnkb	ENSMUSG00000006216	4	Clcnkb
Cldn1	Cldn1	ENSMUSG00000022512	16	Cldn1
Cldn10	Cldn10	ENSMUSG00000022132	14	Cldn10
Cldn11	Cldn11	ENSMUSG00000037625	3	Cldn11
Cldn12	Cldn12	ENSMUSG00000046798	5	Cldn12
Cldn13	Cldn13	ENSMUSG00000008843	5	Cldn13
Cldn14	Cldn14	ENSMUSG00000047109	16	Cldn14
Cldn15	Cldn15	ENSMUSG00000001739	5	Cldn15
Cldn16	Cldn16	ENSMUSG00000038148	16	Cldn16
Cldn17	Cldn17	ENSMUSG00000055811	16	Cldn17
Cldn18	Cldn18	ENSMUSG00000032473	9	Cldn18
Cldn19	Cldn19	ENSMUSG00000066058	4	Cldn19
Cldn2	Cldn2	ENSMUSG00000047230	X	Cldn2
Cldn20	Cldn20	ENSMUSG00000091530	17	Cldn20
Cldn21	NA	NA	NA	Cldn21
Cldn22	Cldn22	ENSMUSG00000038064	8	Cldn22
Cldn23	Cldn23	ENSMUSG00000055976	8	Cldn23
Cldn24	Cldn24	ENSMUSG00000061974	8	Cldn24
Cldn25	NA	NA	NA	Cldn25
Cldn26	NA	NA	NA	Cldn26
Cldn27	NA	NA	NA	Cldn27
Cldn3	Cldn3	ENSMUSG00000070473	5	Cldn3
Cldn4	Cldn4	ENSMUSG00000047501	5	Cldn4
Cldn5	Cldn5	ENSMUSG00000041378	16	Cldn5
Cldn6	Cldn6	ENSMUSG00000023906	17	Cldn6
Cldn7	Cldn7	ENSMUSG00000018569	11	Cldn7
Cldn8	Cldn8	ENSMUSG00000050520	16	Cldn8
Cldn9	Cldn9	ENSMUSG00000066720	17	Cldn9
Cldnd2	Cldnd2	ENSMUSG00000038973	7	Cldnd2
Clec10a	Clec10a	ENSMUSG00000000318	11	Clec10a
Clec11a	Clec11a	ENSMUSG00000004473	7	Clec11a
Clec12a	Clec12a	ENSMUSG00000053063	6	Clec12a
Clec12b	Clec12b	ENSMUSG00000030158	6	Clec12b
Clec14a	Clec14a	ENSMUSG00000045930	12	Clec14a
Clec16a	Clec16a	ENSMUSG00000068663	16	Clec16a
Clec18a	Clec18a	ENSMUSG00000033633	8	Clec18a
Clec1a	Clec1a	ENSMUSG00000033082	6	Clec1a
Clec1b	Clec1b	ENSMUSG00000030159	6	Clec1b
Clec2d	Clec2d	ENSMUSG00000030157	6	Clec2d
Clec2e	Clec2e	ENSMUSG00000030155	6	Clec2e
Clec2f-ps	NA	NA	NA	Clec2f-ps
Clec2g	Clec2g	ENSMUSG00000000248	6	Clec2g
Clec2h	Clec2h	ENSMUSG00000030364	6	Clec2h
Clec2i	Clec2i	ENSMUSG00000030365	6	Clec2i
Clec2j	Clec2j	ENSMUSG00000030363	6	Clec2j
Clec2l	Clec2l	ENSMUSG00000079598	6	Clec2l
Clec3a	Clec3a	ENSMUSG00000008874	8	Clec3a
Clec3b	Clec3b	ENSMUSG00000025784	9	Clec3b
Clec4a1	Clec4a1	ENSMUSG00000049037	6	Clec4a1
Clec4a2	Clec4a2	ENSMUSG00000030148	6	Clec4a2
Clec4a3	Clec4a3	ENSMUSG00000043832	6	Clec4a3
Clec4a4	Clec4a4	ENSMUSG00000059639	6	Clec4a4
Clec4b1	Clec4b1	ENSMUSG00000030147	6	Clec4b1
Clec4b2	Clec4b2	ENSMUSG00000067767	6	Clec4b2
Clec4d	Clec4d	ENSMUSG00000030144	6	Clec4d
Clec4e	Clec4e	ENSMUSG00000030142	6	Clec4e
Clec4f	Clec4f	ENSMUSG00000014542	6	Clec4f
Clec4g	Clec4g	ENSMUSG00000074491	8	Clec4g
Clec4n	Clec4n	ENSMUSG00000023349	6	Clec4n
Clec5a	Clec5a	ENSMUSG00000029915	6	Clec5a
Clec7a	Clec7a	ENSMUSG00000079293	6	Clec7a
Clec9a	Clec9a	ENSMUSG00000046080	6	Clec9a
Clgn	Clgn	ENSMUSG00000002190	8	Clgn
Clic1	Clic1	ENSMUSG00000007041	17	Clic1
Clic3	Clic3	ENSMUSG00000015093	2	Clic3
Clic4	Clic4	ENSMUSG00000037242	4	Clic4
Clic5	Clic5	ENSMUSG00000023959	17	Clic5
Clic6	Clic6	ENSMUSG00000022949	16	Clic6
Clint1	Clint1	ENSMUSG00000006169	11	Clint1
Clip1	Clip1	ENSMUSG00000049550	5	Clip1
Clip2	Clip2	ENSMUSG00000063146	5	Clip2
Clip3	Clip3	ENSMUSG00000013921	7	Clip3
Clip4	Clip4	ENSMUSG00000024059	17	Clip4
Clk1	Clk1	ENSMUSG00000026034	1	Clk1
Clk2	Clk2	ENSMUSG00000068917	3	Clk2
Clk3	Clk3	ENSMUSG00000032316	9	Clk3
Clk4	Clk4	ENSMUSG00000020385	11	Clk4
Clmn	Clmn	ENSMUSG00000021097	12	Clmn
Cln3	Cln3	ENSMUSG00000030720	7	Cln3
Cln5	Cln5	ENSMUSG00000022125	14	Cln5
Cln6	Cln6	ENSMUSG00000032245	9	Cln6
Cln8	Cln8	ENSMUSG00000026317	8	Cln8
Clnk	Clnk	ENSMUSG00000039315	5	Clnk
Clns1a	Clns1a	ENSMUSG00000025439	7	Clns1a
Clock	Clock	ENSMUSG00000029238	5	Clock
Clp1	Clp1	ENSMUSG00000027079	2	Clp1
Clpb	Clpb	ENSMUSG00000001829	7	Clpb
Clpp	Clpp	ENSMUSG00000002660	17	Clpp
Clps	Clps	ENSMUSG00000024225	17	Clps
Clptm1	Clptm1	ENSMUSG00000002981	7	Clptm1
Clptm1l	Clptm1l	ENSMUSG00000021610	13	Clptm1l
Clpx	Clpx	ENSMUSG00000015357	9	Clpx
Clrn1	Clrn1	ENSMUSG00000043850	3	Clrn1
Clrn2	Clrn2	ENSMUSG00000049530	5	Clrn2
Clrn3	Clrn3	ENSMUSG00000050866	7	Clrn3
Clspn	Clspn	ENSMUSG00000042489	4	Clspn
Clstn1	Clstn1	ENSMUSG00000039953	4	Clstn1
Clstn2	Clstn2	ENSMUSG00000032452	9	Clstn2
Clstn3	Clstn3	ENSMUSG00000008153	6	Clstn3
Clta	Clta	ENSMUSG00000028478	4	Clta
Cltb	Cltb	ENSMUSG00000047547	13	Cltb
Cltc	Cltc	ENSMUSG00000047126	11	Cltc
Clu	Clu	ENSMUSG00000022037	14	Clu
Cluap1	Cluap1	ENSMUSG00000014232	16	Cluap1
Clvs1	Clvs1	ENSMUSG00000041216	4	Clvs1
Clvs2	Clvs2	ENSMUSG00000019785	10	Clvs2
Clybl	Clybl	ENSMUSG00000025545	14	Clybl
Cma1	Cma1	ENSMUSG00000022225	14	Cma1
Cma2	Cma2	ENSMUSG00000068289	14	Cma2
Cmah	Cmah	ENSMUSG00000016756	13	Cmah
Cmas	Cmas	ENSMUSG00000030282	6	Cmas
Cmbl	Cmbl	ENSMUSG00000022235	15	Cmbl
Cmc1	Cmc1	ENSMUSG00000039163	9	Cmc1
Cmklr1	Cmklr1	ENSMUSG00000042190	5	Cmklr1
Cml1	NA	NA	NA	Cml1
Cml2	NA	NA	NA	Cml2
Cml3	NA	NA	NA	Cml3
Cml5	NA	NA	NA	Cml5
Cmpk1	Cmpk1	ENSMUSG00000028719	4	Cmpk1
Cmpk2	Cmpk2	ENSMUSG00000020638	12	Cmpk2
Cmtm1	Cmtm1	ENSMUSG00000110430	8	Cmtm1
Cmtm2a	Cmtm2a	ENSMUSG00000074127	8	Cmtm2a
Cmtm2b	Cmtm2b	ENSMUSG00000035785	8	Cmtm2b
Cmtm3	Cmtm3	ENSMUSG00000031875	8	Cmtm3
Cmtm4	Cmtm4	ENSMUSG00000096188	8	Cmtm4
Cmtm5	Cmtm5	ENSMUSG00000040759	14	Cmtm5
Cmtm6	Cmtm6	ENSMUSG00000032434	9	Cmtm6
Cmtm7	Cmtm7	ENSMUSG00000032436	9	Cmtm7
Cmtm8	Cmtm8	ENSMUSG00000041012	9	Cmtm8
Cmya5	Cmya5	ENSMUSG00000047419	13	Cmya5
Cnbd1	Cnbd1	ENSMUSG00000073991	4	Cnbd1
Cnbp	Cnbp	ENSMUSG00000030057	6	Cnbp
Cndp1	Cndp1	ENSMUSG00000056162	18	Cndp1
Cndp2	Cndp2	ENSMUSG00000024644	18	Cndp2
Cnfn	Cnfn	ENSMUSG00000063651	7	Cnfn
Cnga1	Cnga1	ENSMUSG00000067220	5	Cnga1
Cnga2	Cnga2	ENSMUSG00000005864	X	Cnga2
Cnga3	Cnga3	ENSMUSG00000026114	1	Cnga3
Cnga4	Cnga4	ENSMUSG00000030897	7	Cnga4
Cngb1	Cngb1	ENSMUSG00000031789	8	Cngb1
Cngb3	Cngb3	ENSMUSG00000056494	4	Cngb3
Cnih	NA	NA	NA	Cnih
Cnih2	Cnih2	ENSMUSG00000024873	19	Cnih2
Cnih3	Cnih3	ENSMUSG00000026514	1	Cnih3
Cnih4	Cnih4	ENSMUSG00000062169	1	Cnih4
Cnksr1	Cnksr1	ENSMUSG00000028841	4	Cnksr1
Cnksr2	Cnksr2	ENSMUSG00000025658	X	Cnksr2
Cnksr3	Cnksr3	ENSMUSG00000015202	10	Cnksr3
Cnn1	Cnn1	ENSMUSG00000001349	9	Cnn1
Cnn2	Cnn2	ENSMUSG00000004665	10	Cnn2
Cnn3	Cnn3	ENSMUSG00000053931	3	Cnn3
Cnnm1	Cnnm1	ENSMUSG00000025189	19	Cnnm1
Cnnm2	Cnnm2	ENSMUSG00000064105	19	Cnnm2
Cnnm3	Cnnm3	ENSMUSG00000001138	1	Cnnm3
Cnnm4	Cnnm4	ENSMUSG00000037408	1	Cnnm4
Cno	NA	NA	NA	Cno
Cnot1	Cnot1	ENSMUSG00000036550	8	Cnot1
Cnot10	Cnot10	ENSMUSG00000056167	9	Cnot10
Cnot2	Cnot2	ENSMUSG00000020166	10	Cnot2
Cnot3	Cnot3	ENSMUSG00000035632	7	Cnot3
Cnot4	Cnot4	ENSMUSG00000038784	6	Cnot4
Cnot6	Cnot6	ENSMUSG00000020362	11	Cnot6
Cnot6l	Cnot6l	ENSMUSG00000034724	5	Cnot6l
Cnot7	Cnot7	ENSMUSG00000031601	8	Cnot7
Cnot8	Cnot8	ENSMUSG00000020515	11	Cnot8
Cnp	Cnp	ENSMUSG00000006782	11	Cnp
Cnpy1	Cnpy1	ENSMUSG00000044681	5	Cnpy1
Cnpy2	Cnpy2	ENSMUSG00000025381	10	Cnpy2
Cnpy3	Cnpy3	ENSMUSG00000023973	17	Cnpy3
Cnpy4	Cnpy4	ENSMUSG00000036968	5	Cnpy4
Cnr1	Cnr1	ENSMUSG00000044288	4	Cnr1
Cnr2	Cnr2	ENSMUSG00000062585	4	Cnr2
Cnrip1	Cnrip1	ENSMUSG00000044629	11	Cnrip1
Cnst	Cnst	ENSMUSG00000038949	1	Cnst
Cntd1	Cntd1	ENSMUSG00000078653	11	Cntd1
Cntf	Cntf	ENSMUSG00000079415	19	Cntf
Cntfr	Cntfr	ENSMUSG00000028444	4	Cntfr
Cntln	Cntln	ENSMUSG00000038070	4	Cntln
Cntn1	Cntn1	ENSMUSG00000055022	15	Cntn1
Cntn2	Cntn2	ENSMUSG00000053024	1	Cntn2
Cntn3	Cntn3	ENSMUSG00000030075	6	Cntn3
Cntn4	Cntn4	ENSMUSG00000064293	6	Cntn4
Cntn5	Cntn5	ENSMUSG00000039488	9	Cntn5
Cntn6	Cntn6	ENSMUSG00000030092	6	Cntn6
Cntnap1	Cntnap1	ENSMUSG00000017167	11	Cntnap1
Cntnap2	Cntnap2	ENSMUSG00000039419	6	Cntnap2
Cntnap3	Cntnap3	ENSMUSG00000033063	13	Cntnap3
Cntnap4	Cntnap4	ENSMUSG00000031772	8	Cntnap4
Cntnap5a	Cntnap5a	ENSMUSG00000070695	1	Cntnap5a
Cntnap5b	Cntnap5b	ENSMUSG00000067028	1	Cntnap5b
Cntnap5c	Cntnap5c	ENSMUSG00000038048	17	Cntnap5c
Cntrob	Cntrob	ENSMUSG00000032782	11	Cntrob
Coasy	Coasy	ENSMUSG00000001755	11	Coasy
Cobl	Cobl	ENSMUSG00000020173	11	Cobl
Cobll1	Cobll1	ENSMUSG00000034903	2	Cobll1
Cobra1	NA	NA	NA	Cobra1
Coch	Coch	ENSMUSG00000020953	12	Coch
Cog1	Cog1	ENSMUSG00000018661	11	Cog1
Cog2	Cog2	ENSMUSG00000031979	8	Cog2
Cog3	Cog3	ENSMUSG00000034893	14	Cog3
Cog4	Cog4	ENSMUSG00000031753	8	Cog4
Cog5	Cog5	ENSMUSG00000035933	12	Cog5
Cog6	Cog6	ENSMUSG00000027742	3	Cog6
Cog7	Cog7	ENSMUSG00000034951	7	Cog7
Cog8	Cog8	ENSMUSG00000031916	8	Cog8
Coil	Coil	ENSMUSG00000033983	11	Coil
Col10a1	Col10a1	ENSMUSG00000039462	10	Col10a1
Col11a1	Col11a1	ENSMUSG00000027966	3	Col11a1
Col11a2	Col11a2	ENSMUSG00000024330	17	Col11a2
Col12a1	Col12a1	ENSMUSG00000032332	9	Col12a1
Col13a1	Col13a1	ENSMUSG00000058806	10	Col13a1
Col14a1	Col14a1	ENSMUSG00000022371	15	Col14a1
Col15a1	Col15a1	ENSMUSG00000028339	4	Col15a1
Col16a1	Col16a1	ENSMUSG00000040690	4	Col16a1
Col17a1	Col17a1	ENSMUSG00000025064	19	Col17a1
Col18a1	Col18a1	ENSMUSG00000001435	10	Col18a1
Col19a1	Col19a1	ENSMUSG00000026141	1	Col19a1
Col1a1	Col1a1	ENSMUSG00000001506	11	Col1a1
Col1a2	Col1a2	ENSMUSG00000029661	6	Col1a2
Col20a1	Col20a1	ENSMUSG00000016356	2	Col20a1
Col22a1	Col22a1	ENSMUSG00000079022	15	Col22a1
Col23a1	Col23a1	ENSMUSG00000063564	11	Col23a1
Col24a1	Col24a1	ENSMUSG00000028197	3	Col24a1
Col25a1	Col25a1	ENSMUSG00000058897	3	Col25a1
Col27a1	Col27a1	ENSMUSG00000045672	4	Col27a1
Col28a1	Col28a1	ENSMUSG00000068794	6	Col28a1
Col2a1	Col2a1	ENSMUSG00000022483	15	Col2a1
Col3a1	Col3a1	ENSMUSG00000026043	1	Col3a1
Col4a1	Col4a1	ENSMUSG00000031502	8	Col4a1
Col4a2	Col4a2	ENSMUSG00000031503	8	Col4a2
Col4a3	Col4a3	ENSMUSG00000079465	1	Col4a3
Col4a3bp	Col4a3bp	ENSMUSG00000021669	13	Col4a3bp
Col4a4	Col4a4	ENSMUSG00000067158	1	Col4a4
Col4a5	Col4a5	ENSMUSG00000031274	X	Col4a5
Col4a6	Col4a6	ENSMUSG00000116510	X	Col4a6
Col5a1	Col5a1	ENSMUSG00000026837	2	Col5a1
Col5a2	Col5a2	ENSMUSG00000026042	1	Col5a2
Col5a3	Col5a3	ENSMUSG00000004098	9	Col5a3
Col6a1	Col6a1	ENSMUSG00000001119	10	Col6a1
Col6a2	Col6a2	ENSMUSG00000020241	10	Col6a2
Col6a3	Col6a3	ENSMUSG00000048126	1	Col6a3
Col6a4	Col6a4	ENSMUSG00000032572	9	Col6a4
Col6a5	Col6a5	ENSMUSG00000091345	9	Col6a5
Col6a6	Col6a6	ENSMUSG00000043719	9	Col6a6
Col7a1	Col7a1	ENSMUSG00000025650	9	Col7a1
Col8a1	Col8a1	ENSMUSG00000068196	16	Col8a1
Col8a2	Col8a2	ENSMUSG00000056174	4	Col8a2
Col9a1	Col9a1	ENSMUSG00000026147	1	Col9a1
Col9a2	Col9a2	ENSMUSG00000028626	4	Col9a2
Col9a3	Col9a3	ENSMUSG00000027570	2	Col9a3
Colec10	Colec10	ENSMUSG00000038591	15	Colec10
Colec11	Colec11	ENSMUSG00000036655	12	Colec11
Colec12	Colec12	ENSMUSG00000036103	18	Colec12
Colq	Colq	ENSMUSG00000057606	14	Colq
Commd1	Commd1	ENSMUSG00000051355	11	Commd1
Commd10	Commd10	ENSMUSG00000042705	18	Commd10
Commd2	Commd2	ENSMUSG00000036513	3	Commd2
Commd3	Commd3	ENSMUSG00000051154	2	Commd3
Commd4	Commd4	ENSMUSG00000032299	9	Commd4
Commd5	Commd5	ENSMUSG00000055041	15	Commd5
Commd6	Commd6	ENSMUSG00000075486	14	Commd6
Commd7	Commd7	ENSMUSG00000056941	2	Commd7
Commd8	Commd8	ENSMUSG00000029213	5	Commd8
Commd9	Commd9	ENSMUSG00000027163	2	Commd9
Comp	Comp	ENSMUSG00000031849	8	Comp
Comt	Comt	ENSMUSG00000098892	CHR_MG3833_MG4220_PATCH	Comt
Comtd1	Comtd1	ENSMUSG00000021773	14	Comtd1
Copa	Copa	ENSMUSG00000026553	1	Copa
Copb1	Copb1	ENSMUSG00000030754	7	Copb1
Copb2	Copb2	ENSMUSG00000032458	9	Copb2
Cope	Cope	ENSMUSG00000055681	8	Cope
Copg	Copg2	ENSMUSG00000025607	6	Copg
Copg2	Copg2	ENSMUSG00000025607	6	Copg2
Cops2	Cops2	ENSMUSG00000027206	2	Cops2
Cops3	Cops3	ENSMUSG00000019373	11	Cops3
Cops4	Cops4	ENSMUSG00000035297	5	Cops4
Cops5	Cops5	ENSMUSG00000025917	1	Cops5
Cops6	Cops6	ENSMUSG00000019494	5	Cops6
Cops7a	Cops7a	ENSMUSG00000030127	6	Cops7a
Cops7b	Cops7b	ENSMUSG00000026240	1	Cops7b
Cops8	Cops8	ENSMUSG00000034432	1	Cops8
Copz1	Copz1	ENSMUSG00000060992	15	Copz1
Copz2	Copz2	ENSMUSG00000018672	11	Copz2
Coq10a	Coq10a	ENSMUSG00000039914	10	Coq10a
Coq10b	Coq10b	ENSMUSG00000025981	1	Coq10b
Coq2	Coq2	ENSMUSG00000029319	5	Coq2
Coq3	Coq3	ENSMUSG00000028247	4	Coq3
Coq4	Coq4	ENSMUSG00000026798	2	Coq4
Coq5	Coq5	ENSMUSG00000041733	5	Coq5
Coq6	Coq6	ENSMUSG00000021235	12	Coq6
Coq7	Coq7	ENSMUSG00000030652	7	Coq7
Coq9	Coq9	ENSMUSG00000031782	8	Coq9
Corin	Corin	ENSMUSG00000005220	5	Corin
Coro1a	Coro1a	ENSMUSG00000030707	7	Coro1a
Coro1b	Coro1b	ENSMUSG00000097771	CHR_MG153_PATCH	Coro1b
Coro1c	Coro1c	ENSMUSG00000004530	5	Coro1c
Coro2a	Coro2a	ENSMUSG00000028337	4	Coro2a
Coro2b	Coro2b	ENSMUSG00000041729	9	Coro2b
Coro6	Coro6	ENSMUSG00000020836	11	Coro6
Coro7	Coro7	ENSMUSG00000039637	16	Coro7
Cort	Cort	ENSMUSG00000028971	4	Cort
Cotl1	Cotl1	ENSMUSG00000031827	8	Cotl1
Cox10	Cox10	ENSMUSG00000042148	11	Cox10
Cox11	Cox11	ENSMUSG00000020544	11	Cox11
Cox15	Cox15	ENSMUSG00000040018	19	Cox15
Cox16	Cox16	ENSMUSG00000091803	12	Cox16
Cox17	Cox17	ENSMUSG00000046516	16	Cox17
Cox18	Cox18	ENSMUSG00000035505	5	Cox18
Cox19	Cox19	ENSMUSG00000045438	5	Cox19
Cox4i1	Cox4i1	ENSMUSG00000031818	8	Cox4i1
Cox4i2	Cox4i2	ENSMUSG00000009876	2	Cox4i2
Cox4nb	NA	NA	NA	Cox4nb
Cox5a	Cox5a	ENSMUSG00000000088	9	Cox5a
Cox5b	Cox5b	ENSMUSG00000061518	1	Cox5b
Cox6a1	Cox6a1	ENSMUSG00000041697	5	Cox6a1
Cox6a2	Cox6a2	ENSMUSG00000030785	7	Cox6a2
Cox6b1	Cox6b1	ENSMUSG00000036751	7	Cox6b1
Cox6b2	Cox6b2	ENSMUSG00000051811	7	Cox6b2
Cox6c	Cox6c	ENSMUSG00000014313	15	Cox6c
Cox7a1	Cox7a1	ENSMUSG00000074218	7	Cox7a1
Cox7a2	Cox7a2	ENSMUSG00000032330	9	Cox7a2
Cox7a2l	Cox7a2l	ENSMUSG00000024248	17	Cox7a2l
Cox7b	Cox7b	ENSMUSG00000031231	X	Cox7b
Cox7b2	Cox7b2	ENSMUSG00000049387	5	Cox7b2
Cox7c	Cox7c	ENSMUSG00000017778	13	Cox7c
Cox8a	Cox8a	ENSMUSG00000035885	19	Cox8a
Cox8b	Cox8b	ENSMUSG00000025488	7	Cox8b
Cox8c	Cox8c	ENSMUSG00000043319	12	Cox8c
Cp	Cp	ENSMUSG00000003617	3	Cp
Cpa1	Cpa1	ENSMUSG00000054446	6	Cpa1
Cpa2	Cpa2	ENSMUSG00000071553	6	Cpa2
Cpa3	Cpa3	ENSMUSG00000001865	3	Cpa3
Cpa4	Cpa4	ENSMUSG00000039070	6	Cpa4
Cpa5	Cpa5	ENSMUSG00000029788	6	Cpa5
Cpa6	Cpa6	ENSMUSG00000042501	1	Cpa6
Cpb1	Cpb1	ENSMUSG00000011463	3	Cpb1
Cpb2	Cpb2	ENSMUSG00000021999	14	Cpb2
Cpd	Cpd	ENSMUSG00000020841	11	Cpd
Cpe	Cpe	ENSMUSG00000037852	8	Cpe
Cpeb1	Cpeb1	ENSMUSG00000025586	7	Cpeb1
Cpeb2	Cpeb2	ENSMUSG00000039782	5	Cpeb2
Cpeb3	Cpeb3	ENSMUSG00000111861	CHR_MG65_PATCH	Cpeb3
Cpeb4	Cpeb4	ENSMUSG00000020300	11	Cpeb4
Cphx	NA	NA	NA	Cphx
Cplx1	Cplx1	ENSMUSG00000033615	5	Cplx1
Cplx2	Cplx2	ENSMUSG00000025867	13	Cplx2
Cplx3	Cplx3	ENSMUSG00000039714	9	Cplx3
Cplx4	Cplx4	ENSMUSG00000024519	18	Cplx4
Cpm	Cpm	ENSMUSG00000020183	10	Cpm
Cpn1	Cpn1	ENSMUSG00000025196	19	Cpn1
Cpn2	Cpn2	ENSMUSG00000023176	16	Cpn2
Cpne1	Cpne1	ENSMUSG00000074643	2	Cpne1
Cpne2	Cpne2	ENSMUSG00000034361	8	Cpne2
Cpne3	Cpne3	ENSMUSG00000028228	4	Cpne3
Cpne4	Cpne4	ENSMUSG00000032564	9	Cpne4
Cpne5	Cpne5	ENSMUSG00000024008	17	Cpne5
Cpne6	Cpne6	ENSMUSG00000022212	14	Cpne6
Cpne7	Cpne7	ENSMUSG00000034796	8	Cpne7
Cpne8	Cpne8	ENSMUSG00000052560	15	Cpne8
Cpne9	Cpne9	ENSMUSG00000030270	6	Cpne9
Cpox	Cpox	ENSMUSG00000022742	16	Cpox
Cpped1	Cpped1	ENSMUSG00000065979	16	Cpped1
Cps1	Cps1	ENSMUSG00000025991	1	Cps1
Cpsf1	Cpsf1	ENSMUSG00000034022	15	Cpsf1
Cpsf2	Cpsf2	ENSMUSG00000041781	12	Cpsf2
Cpsf3	Cpsf3	ENSMUSG00000054309	12	Cpsf3
Cpsf3l	NA	NA	NA	Cpsf3l
Cpsf4	Cpsf4	ENSMUSG00000029625	5	Cpsf4
Cpsf4l	Cpsf4l	ENSMUSG00000018727	11	Cpsf4l
Cpsf6	Cpsf6	ENSMUSG00000055531	10	Cpsf6
Cpsf7	Cpsf7	ENSMUSG00000034820	19	Cpsf7
Cpt1a	Cpt1a	ENSMUSG00000024900	19	Cpt1a
Cpt1b	Cpt1b	ENSMUSG00000078937	15	Cpt1b
Cpt1c	Cpt1c	ENSMUSG00000007783	7	Cpt1c
Cpt2	Cpt2	ENSMUSG00000028607	4	Cpt2
Cpvl	Cpvl	ENSMUSG00000052955	6	Cpvl
Cpxcr1	Cpxcr1	ENSMUSG00000072995	X	Cpxcr1
Cpxm1	Cpxm1	ENSMUSG00000027408	2	Cpxm1
Cpxm2	Cpxm2	ENSMUSG00000030862	7	Cpxm2
Cpz	Cpz	ENSMUSG00000036596	5	Cpz
Cr1l	Cr1l	ENSMUSG00000016481	1	Cr1l
Cr2	Cr2	ENSMUSG00000026616	1	Cr2
Crabp1	Crabp1	ENSMUSG00000032291	9	Crabp1
Crabp2	Crabp2	ENSMUSG00000004885	3	Crabp2
Cradd	Cradd	ENSMUSG00000045867	10	Cradd
Cramp1l	Cramp1l	ENSMUSG00000038002	17	Cramp1l
Crat	Crat	ENSMUSG00000026853	2	Crat
Crb1	Crb1	ENSMUSG00000063681	1	Crb1
Crb2	Crb2	ENSMUSG00000035403	2	Crb2
Crb3	Crb3	ENSMUSG00000044279	17	Crb3
Crbn	Crbn	ENSMUSG00000005362	6	Crbn
Crcp	Crcp	ENSMUSG00000025532	5	Crcp
Crct1	Crct1	ENSMUSG00000027913	3	Crct1
Creb1	Creb1	ENSMUSG00000025958	1	Creb1
Creb3	Creb3	ENSMUSG00000028466	4	Creb3
Creb3l1	Creb3l1	ENSMUSG00000027230	2	Creb3l1
Creb3l2	Creb3l2	ENSMUSG00000038648	6	Creb3l2
Creb3l3	Creb3l3	ENSMUSG00000035041	10	Creb3l3
Creb3l4	Creb3l4	ENSMUSG00000027938	3	Creb3l4
Creb5	Creb5	ENSMUSG00000053007	6	Creb5
Crebbp	Crebbp	ENSMUSG00000022521	16	Crebbp
Crebl2	Crebl2	ENSMUSG00000032652	6	Crebl2
Crebzf	Crebzf	ENSMUSG00000051451	7	Crebzf
Creg1	Creg1	ENSMUSG00000040713	1	Creg1
Creg2	Creg2	ENSMUSG00000050967	1	Creg2
Creld1	Creld1	ENSMUSG00000030284	6	Creld1
Creld2	Creld2	ENSMUSG00000023272	15	Creld2
Crem	Crem	ENSMUSG00000063889	18	Crem
Crh	Crh	ENSMUSG00000049796	3	Crh
Crhbp	Crhbp	ENSMUSG00000021680	13	Crhbp
Crhr1	Crhr1	ENSMUSG00000018634	11	Crhr1
Crhr2	Crhr2	ENSMUSG00000003476	6	Crhr2
Crim1	Crim1	ENSMUSG00000024074	17	Crim1
Crip1	Crip1	ENSMUSG00000006360	12	Crip1
Crip2	Crip2	ENSMUSG00000006356	12	Crip2
Crip3	Crip3	ENSMUSG00000023968	17	Crip3
Cript	Cript	ENSMUSG00000024146	17	Cript
Crisp1	Crisp1	ENSMUSG00000025431	17	Crisp1
Crisp2	Crisp2	ENSMUSG00000023930	17	Crisp2
