ensembl_gene_id	chromosome_name
YNL031C	YNL031C	XIV
YNL030W	YNL030W	XIV
YNL029C	YNL029C	XIV
YNL028W	YNL028W	XIV
YNL027W	YNL027W	XIV
YNL026W	YNL026W	XIV
YNL025C	YNL025C	XIV
NME1	NME1	XIV
snR66	snR66	XIV
YNL024C.A	YNL024C.A	NA
YNL024C	YNL024C	XIV
YNL023C	YNL023C	XIV
YNL022C	YNL022C	XIV
YNL021W	YNL021W	XIV
YNL020C	YNL020C	XIV
YNL019C	YNL019C	XIV
YNL018C	YNL018C	XIV
YNL017C	YNL017C	XIV
YNL016W	YNL016W	XIV
YNL015W	YNL015W	XIV
YNL014W	YNL014W	XIV
YNL013C	YNL013C	XIV
YNL012W	YNL012W	XIV
YNL011C	YNL011C	XIV
YNL010W	YNL010W	XIV
YNL009W	YNL009W	XIV
YNL008C	YNL008C	XIV
YNL007C	YNL007C	XIV
YNL006W	YNL006W	XIV
YNL005C	YNL005C	XIV
YNL004W	YNL004W	XIV
YNL003C	YNL003C	XIV
YNL002C	YNL002C	XIV
YNL001W	YNL001W	XIV
YNR001C	YNR001C	XIV
YNR001W.A	YNR001W.A	NA
YNR002C	YNR002C	XIV
YNR003C	YNR003C	XIV
YNR003W.A	YNR003W.A	NA
YNR004W	YNR004W	XIV
YNR005C	YNR005C	XIV
YNR006W	YNR006W	XIV
YNR007C	YNR007C	XIV
YNR008W	YNR008W	XIV
YNR009W	YNR009W	XIV
YNR010W	YNR010W	XIV
YNR011C	YNR011C	XIV
YNR012W	YNR012W	XIV
YNR013C	YNR013C	XIV
YNR014W	YNR014W	XIV
YNR015W	YNR015W	XIV
YNR016C	YNR016C	XIV
YNR017W	YNR017W	XIV
YNR018W	YNR018W	XIV
YNR019W	YNR019W	XIV
YNR020C	YNR020C	XIV
YNR021W	YNR021W	XIV
YNR022C	YNR022C	XIV
YNR023W	YNR023W	XIV
YNR024W	YNR024W	XIV
YNR025C	YNR025C	XIV
YNR026C	YNR026C	XIV
YNR027W	YNR027W	XIV
YNR028W	YNR028W	XIV
YNR029C	YNR029C	XIV
YNR030W	YNR030W	XIV
YNR031C	YNR031C	XIV
YNR032W	YNR032W	XIV
YNR032C.A	YNR032C.A	NA
YNR033W	YNR033W	XIV
YNR034W	YNR034W	XIV
YNR034W.A	YNR034W.A	NA
YNR035C	YNR035C	XIV
YNR036C	YNR036C	XIV
YNR037C	YNR037C	XIV
YNR038W	YNR038W	XIV
YNR039C	YNR039C	XIV
YNR040W	YNR040W	XIV
YNR041C	YNR041C	XIV
YNR042W	YNR042W	XIV
YNR043W	YNR043W	XIV
YNR044W	YNR044W	XIV
YNR045W	YNR045W	XIV
YNR046W	YNR046W	XIV
YNR047W	YNR047W	XIV
YNR048W	YNR048W	XIV
YNR049C	YNR049C	XIV
YNR050C	YNR050C	XIV
snR49	snR49	XIV
YNR051C	YNR051C	XIV
YNR052C	YNR052C	XIV
YNR053C	YNR053C	XIV
snR191	snR191	XIV
YNR054C	YNR054C	XIV
YNR055C	YNR055C	XIV
YNR056C	YNR056C	XIV
YNR057C	YNR057C	XIV
YNR058W	YNR058W	XIV
YNR059W	YNR059W	XIV
YNR060W	YNR060W	XIV
YNR061C	YNR061C	XIV
YNR062C	YNR062C	XIV
YNR063W	YNR063W	XIV
YNR064C	YNR064C	XIV
YNR065C	YNR065C	XIV
YNR066C	YNR066C	XIV
YNR067C	YNR067C	XIV
YNR068C	YNR068C	XIV
YNR069C	YNR069C	XIV
YNR070W	YNR070W	XIV
YNR071C	YNR071C	XIV
YNR072W	YNR072W	XIV
YNR073C	YNR073C	XIV
YNR074C	YNR074C	XIV
YNR075W	YNR075W	XIV
YNR075C.A	YNR075C.A	NA
YNR076W	YNR076W	XIV
YNR077C	YNR077C	XIV
YJL225C	YJL225C	X
YJL225W.A	YJL225W.A	NA
YJL223C	YJL223C	X
YJL222W.B	YJL222W.B	NA
YJL222W.A	YJL222W.A	NA
YJL222W	YJL222W	X
YJL221C	YJL221C	X
YJL220W	YJL220W	X
YJL219W	YJL219W	X
YJL218W	YJL218W	X
YJL217W	YJL217W	X
YJL216C	YJL216C	X
YJL215C	YJL215C	X
YJL214W	YJL214W	X
YJL213W	YJL213W	X
YJL212C	YJL212C	X
YJL211C	YJL211C	X
YJL210W	YJL210W	X
YJL209W	YJL209W	X
YJL208C	YJL208C	X
YJL207C	YJL207C	X
YJL206C	YJL206C	X
YJL205C	YJL205C	X
YJL204C	YJL204C	X
YJL203W	YJL203W	X
YJL202C	YJL202C	X
YJL201W	YJL201W	X
YJL200C	YJL200C	X
YJL199C	YJL199C	X
YJL198W	YJL198W	X
YJL197W	YJL197W	X
YJL197C.A	YJL197C.A	NA
YJL196C	YJL196C	X
YJL195C	YJL195C	X
YJL194W	YJL194W	X
YJL193W	YJL193W	X
YJL192C	YJL192C	X
YJL191W	YJL191W	X
YJL190C	YJL190C	X
YJL189W	YJL189W	X
YJL188C	YJL188C	X
YJL187C	YJL187C	X
YJL186W	YJL186W	X
YJL185C	YJL185C	X
YJL184W	YJL184W	X
YJL183W	YJL183W	X
YJL182C	YJL182C	X
YJL181W	YJL181W	X
YJL180C	YJL180C	X
YJL179W	YJL179W	X
YJL178C	YJL178C	X
YJL177W	YJL177W	X
YJL176C	YJL176C	X
YJL175W	YJL175W	X
YJL174W	YJL174W	X
YJL173C	YJL173C	X
YJL172W	YJL172W	X
YJL171C	YJL171C	X
YJL170C	YJL170C	X
YJL169W	YJL169W	X
YJL168C	YJL168C	X
YJL167W	YJL167W	X
YJL166W	YJL166W	X
YJL165C	YJL165C	X
YJL164C	YJL164C	X
YJL163C	YJL163C	X
YJL162C	YJL162C	X
YJL161W	YJL161W	X
YJL160C	YJL160C	X
YJL159W	YJL159W	X
YJL158C	YJL158C	X
YJL157C	YJL157C	X
YJL156W.A	YJL156W.A	NA
YJL156C	YJL156C	X
YJL155C	YJL155C	X
YJL154C	YJL154C	X
YJL153C	YJL153C	X
YJL152W	YJL152W	X
YJL151C	YJL151C	X
YJL150W	YJL150W	X
YJL149W	YJL149W	X
snR128	snR128	X
snR190	snR190	X
YJL148W	YJL148W	X
YJL147C	YJL147C	X
YJL146W	YJL146W	X
YJL145W	YJL145W	X
YJL144W	YJL144W	X
YJL143W	YJL143W	X
YJL142C	YJL142C	X
YJL141C	YJL141C	X
YJL140W	YJL140W	X
YJL139C	YJL139C	X
YJL138C	YJL138C	X
YJL137C	YJL137C	X
YJL136W.A	YJL136W.A	NA
YJL136C	YJL136C	X
YJL135W	YJL135W	X
YJL134W	YJL134W	X
YJL133C.A	YJL133C.A	NA
YJL133W	YJL133W	X
YJL132W	YJL132W	X
YJL131C	YJL131C	X
YJL130C	YJL130C	X
YJL129C	YJL129C	X
YJL128C	YJL128C	X
YJL127W.A	YJL127W.A	NA
YJL127C.B	YJL127C.B	NA
YJL127C	YJL127C	X
YJL126W	YJL126W	X
YJL125C	YJL125C	X
YJL124C	YJL124C	X
YJL123C	YJL123C	X
YJL122W	YJL122W	X
YJL121C	YJL121C	X
YJL120W	YJL120W	X
YJL119C	YJL119C	X
YJL118W	YJL118W	X
YJL117W	YJL117W	X
YJL116C	YJL116C	X
YJL115W	YJL115W	X
YJL114W	YJL114W	NA
YJL113W	YJL113W	NA
YJL112W	YJL112W	X
YJL111W	YJL111W	X
YJL110C	YJL110C	X
YJL109C	YJL109C	X
YJL108C	YJL108C	X
YJL107C	YJL107C	X
YJL106W	YJL106W	X
YJL105W	YJL105W	X
YJL104W	YJL104W	X
snR37	snR37	X
YJL103C	YJL103C	X
YJL102W	YJL102W	X
YJL101C	YJL101C	X
YJL100W	YJL100W	X
YJL099W	YJL099W	X
YJL098W	YJL098W	X
YJL097W	YJL097W	X
YJL096W	YJL096W	X
YJL095W	YJL095W	X
YJL094C	YJL094C	X
YJL093C	YJL093C	X
YJL092W	YJL092W	X
YJL091C	YJL091C	X
YJL090C	YJL090C	X
YJL089W	YJL089W	X
YJL088W	YJL088W	X
YJL087C	YJL087C	X
YJL086C	YJL086C	X
YJL085W	YJL085W	X
YJL084C	YJL084C	X
YJL083W	YJL083W	X
YJL082W	YJL082W	X
YJL081C	YJL081C	X
YJL080C	YJL080C	X
YJL079C	YJL079C	X
YJL078C	YJL078C	X
YJL077W.B	YJL077W.B	NA
YJL077C	YJL077C	X
YJL077W.A	YJL077W.A	NA
YJL076W	YJL076W	X
YJL075C	YJL075C	X
YJL074C	YJL074C	X
YJL073W	YJL073W	X
YJL072C	YJL072C	X
YJL071W	YJL071W	X
YJL070C	YJL070C	X
YJL069C	YJL069C	X
YJL068C	YJL068C	X
YJL067W	YJL067W	X
YJL066C	YJL066C	X
YJL065C	YJL065C	X
YJL064W	YJL064W	X
YJL063C	YJL063C	X
YJL062W.A	YJL062W.A	NA
YJL062W	YJL062W	X
YJL061W	YJL061W	X
YJL060W	YJL060W	X
YJL059W	YJL059W	X
YJL058C	YJL058C	X
YJL057C	YJL057C	X
YJL056C	YJL056C	X
YJL055W	YJL055W	X
YJL054W	YJL054W	X
YJL053W	YJL053W	X
YJL052C.A	YJL052C.A	NA
YJL052W	YJL052W	X
YJL051W	YJL051W	X
YJL050W	YJL050W	X
YJL049W	YJL049W	X
YJL048C	YJL048C	X
YJL047C.A	YJL047C.A	NA
snR60	snR60	X
YJL047C	YJL047C	X
YJL046W	YJL046W	X
YJL045W	YJL045W	X
YJL044C	YJL044C	X
YJL043W	YJL043W	X
YJL042W	YJL042W	X
YJL041W	YJL041W	X
YJL039C	YJL039C	X
YJL038C	YJL038C	X
YJL037W	YJL037W	X
YJL036W	YJL036W	X
YJL035C	YJL035C	X
YJL034W	YJL034W	X
YJL033W	YJL033W	X
YJL032W	YJL032W	X
YJL031C	YJL031C	X
YJL030W	YJL030W	X
YJL029C	YJL029C	X
YJL028W	YJL028W	X
YJL027C	YJL027C	X
YJL026W	YJL026W	X
YJL026C.A	YJL026C.A	NA
YJL025W	YJL025W	X
YJL024C	YJL024C	X
YJL023C	YJL023C	X
YJL022W	YJL022W	X
YJL020C	YJL020C	X
YJL020W.A	YJL020W.A	NA
YJL019W	YJL019W	X
YJL016W	YJL016W	X
YJL015C	YJL015C	X
YJL014W	YJL014W	X
YJL013C	YJL013C	X
YJL012C	YJL012C	X
YJL011C	YJL011C	X
YJL010C	YJL010C	X
YJL009W	YJL009W	X
YJL008C	YJL008C	X
YJL007C	YJL007C	X
YJL006C	YJL006C	X
YJL005W	YJL005W	X
YJL004C	YJL004C	X
YJL003W	YJL003W	X
YJL002C	YJL002C	X
YJL001W	YJL001W	X
YJR001W	YJR001W	X
YJR002W	YJR002W	X
YJR003C	YJR003C	X
YJR004C	YJR004C	X
YJR005W	YJR005W	X
YJR005C.A	YJR005C.A	NA
YJR006W	YJR006W	X
YJR007W	YJR007W	X
YJR008W	YJR008W	X
YJR009C	YJR009C	X
YJR010W	YJR010W	X
YJR010C.A	YJR010C.A	NA
YJR011C	YJR011C	X
YJR012C	YJR012C	X
YJR013W	YJR013W	X
YJR014W	YJR014W	X
YJR015W	YJR015W	X
YJR016C	YJR016C	X
YJR017C	YJR017C	X
YJR018W	YJR018W	X
YJR019C	YJR019C	X
YJR020W	YJR020W	X
YJR021C	YJR021C	X
YJR022W	YJR022W	X
YJR023C	YJR023C	X
YJR024C	YJR024C	X
YJR025C	YJR025C	X
YJR026W	YJR026W	NA
YJR027W	YJR027W	NA
YJR029W	YJR029W	NA
YJR028W	YJR028W	NA
YJR030C	YJR030C	X
YJR031C	YJR031C	X
YJR032W	YJR032W	X
YJR033C	YJR033C	X
YJR034W	YJR034W	X
YJR035W	YJR035W	X
YJR036C	YJR036C	X
YJR037W	YJR037W	X
YJR038C	YJR038C	X
YJR039W	YJR039W	X
YJR040W	YJR040W	X
YJR041C	YJR041C	X
YJR042W	YJR042W	X
YJR043C	YJR043C	X
YJR044C	YJR044C	X
YJR045C	YJR045C	X
YJR046W	YJR046W	X
YJR047C	YJR047C	X
YJR048W	YJR048W	X
YJR049C	YJR049C	X
YJR050W	YJR050W	X
YJR051W	YJR051W	X
YJR052W	YJR052W	X
YJR053W	YJR053W	X
YJR054W	YJR054W	X
YJR055W	YJR055W	X
YJR056C	YJR056C	X
YJR057W	YJR057W	X
YJR058C	YJR058C	X
YJR059W	YJR059W	X
YJR060W	YJR060W	X
YJR061W	YJR061W	X
YJR062C	YJR062C	X
YJR063W	YJR063W	X
YJR064W	YJR064W	X
YJR065C	YJR065C	X
YJR066W	YJR066W	X
YJR067C	YJR067C	X
YJR068W	YJR068W	X
YJR069C	YJR069C	X
YJR070C	YJR070C	X
YJR071W	YJR071W	X
YJR072C	YJR072C	X
YJR073C	YJR073C	X
YJR074W	YJR074W	X
YJR075W	YJR075W	X
YJR076C	YJR076C	X
YJR077C	YJR077C	X
YJR078W	YJR078W	X
YJR079W	YJR079W	X
YJR080C	YJR080C	X
YJR082C	YJR082C	X
YJR083C	YJR083C	X
YJR084W	YJR084W	X
YJR085C	YJR085C	X
YJR086W	YJR086W	X
YJR087W	YJR087W	X
YJR088C	YJR088C	X
YJR089W	YJR089W	X
YJR090C	YJR090C	X
YJR091C	YJR091C	X
YJR092W	YJR092W	X
YJR093C	YJR093C	X
YJR094C	YJR094C	X
YJR094W.A	YJR094W.A	NA
YJR095W	YJR095W	X
YJR096W	YJR096W	X
YJR097W	YJR097W	X
YJR098C	YJR098C	X
YJR099W	YJR099W	X
YJR100C	YJR100C	X
YJR101W	YJR101W	X
YJR102C	YJR102C	X
YJR103W	YJR103W	X
YJR104C	YJR104C	X
YJR105W	YJR105W	X
YJR106W	YJR106W	X
YJR107W	YJR107W	X
YJR108W	YJR108W	X
YJR109C	YJR109C	X
YJR110W	YJR110W	X
YJR111C	YJR111C	X
YJR112W	YJR112W	X
YJR112W.A	YJR112W.A	NA
YJR113C	YJR113C	X
YJR114W	YJR114W	X
YJR115W	YJR115W	X
YJR116W	YJR116W	X
YJR117W	YJR117W	X
YJR118C	YJR118C	X
YJR119C	YJR119C	X
YJR120W	YJR120W	X
YJR121W	YJR121W	X
YJR122W	YJR122W	X
YJR123W	YJR123W	X
YJR124C	YJR124C	X
YJR125C	YJR125C	X
YJR126C	YJR126C	X
YJR127C	YJR127C	X
YJR128W	YJR128W	X
snR3	snR3	X
YJR129C	YJR129C	X
YJR130C	YJR130C	X
YJR131W	YJR131W	X
YJR132W	YJR132W	X
YJR133W	YJR133W	X
YJR134C	YJR134C	X
YJR135C	YJR135C	X
YJR135W.A	YJR135W.A	NA
YJR136C	YJR136C	X
YJR137C	YJR137C	X
YJR138W	YJR138W	X
YJR139C	YJR139C	X
YJR140C	YJR140C	X
YJR140W.A	YJR140W.A	NA
YJR141W	YJR141W	X
YJR142W	YJR142W	X
YJR143C	YJR143C	X
YJR144W	YJR144W	X
YJR145C	YJR145C	X
YJR146W	YJR146W	X
YJR147W	YJR147W	X
YJR148W	YJR148W	X
YJR149W	YJR149W	X
YJR150C	YJR150C	X
YJR151C	YJR151C	X
YJR151W.A	YJR151W.A	NA
YJR152W	YJR152W	X
YJR153W	YJR153W	X
YJR154W	YJR154W	X
YJR155W	YJR155W	X
YJR156C	YJR156C	X
YJR157W	YJR157W	X
YJR158W	YJR158W	X
YJR159W	YJR159W	X
YJR160C	YJR160C	X
YJR161C	YJR161C	X
YJR162C	YJR162C	X
YKL225W	YKL225W	XI
YKL224C	YKL224C	XI
YKL223W	YKL223W	XI
YKL222C	YKL222C	XI
YKL221W	YKL221W	XI
YKL220C	YKL220C	XI
YKL219W	YKL219W	XI
YKL218C	YKL218C	XI
YKL217W	YKL217W	XI
YKL216W	YKL216W	XI
YKL215C	YKL215C	XI
YKL214C	YKL214C	XI
YKL213C	YKL213C	XI
YKL212W	YKL212W	XI
YKL211C	YKL211C	XI
snR64	snR64	XI
YKL210W	YKL210W	XI
YKL209C	YKL209C	XI
YKL208W	YKL208W	XI
YKL207W	YKL207W	XI
YKL206C	YKL206C	XI
YKL205W	YKL205W	XI
YKL204W	YKL204W	XI
YKL203C	YKL203C	XI
YKL202W	YKL202W	XI
YKL201C	YKL201C	XI
YKL198C	YKL198C	XI
YKL197C	YKL197C	XI
YKL196C	YKL196C	XI
YKL195W	YKL195W	XI
YKL194C	YKL194C	XI
YKL193C	YKL193C	XI
YKL192C	YKL192C	XI
YKL191W	YKL191W	XI
YKL190W	YKL190W	XI
YKL189W	YKL189W	XI
YKL188C	YKL188C	XI
YKL187C	YKL187C	XI
YKL186C	YKL186C	XI
YKL185W	YKL185W	XI
YKL184W	YKL184W	XI
YKL183C.A	YKL183C.A	NA
YKL183W	YKL183W	XI
YKL182W	YKL182W	XI
YKL181W	YKL181W	XI
YKL180W	YKL180W	XI
YKL179C	YKL179C	XI
YKL178C	YKL178C	XI
YKL177W	YKL177W	XI
YKL176C	YKL176C	XI
YKL175W	YKL175W	XI
YKL174C	YKL174C	XI
YKL173W	YKL173W	XI
YKL172W	YKL172W	XI
YKL171W	YKL171W	XI
YKL170W	YKL170W	XI
YKL169C	YKL169C	XI
YKL168C	YKL168C	XI
YKL167C	YKL167C	XI
YKL166C	YKL166C	XI
YKL165C.A	YKL165C.A	NA
YKL165C	YKL165C	XI
YKL164C	YKL164C	XI
YKL163W	YKL163W	XI
YKL162C.A	YKL162C.A	NA
YKL162C	YKL162C	XI
YKL161C	YKL161C	XI
YKL160W	YKL160W	XI
YKL159C	YKL159C	XI
YKL157W	YKL157W	XI
YKL156W	YKL156W	XI
YKL156C.A	YKL156C.A	NA
YKL155C	YKL155C	XI
YKL154W	YKL154W	XI
YKL153W	YKL153W	XI
YKL152C	YKL152C	XI
YKL151C	YKL151C	XI
YKL150W	YKL150W	XI
YKL149C	YKL149C	XI
YKL148C	YKL148C	XI
YKL147C	YKL147C	XI
YKL146W	YKL146W	XI
YKL145W	YKL145W	XI
YKL145W.A	YKL145W.A	NA
YKL144C	YKL144C	XI
YKL143W	YKL143W	XI
YKL142W	YKL142W	XI
YKL141W	YKL141W	XI
YKL140W	YKL140W	XI
YKL139W	YKL139W	XI
YKL138C.A	YKL138C.A	NA
YKL138C	YKL138C	XI
YKL137W	YKL137W	XI
YKL136W	YKL136W	XI
YKL135C	YKL135C	XI
YKL134C	YKL134C	XI
YKL133C	YKL133C	XI
YKL132C	YKL132C	XI
YKL131W	YKL131W	XI
YKL130C	YKL130C	XI
YKL129C	YKL129C	XI
YKL128C	YKL128C	XI
YKL127W	YKL127W	XI
YKL126W	YKL126W	XI
YKL125W	YKL125W	XI
YKL124W	YKL124W	XI
YKL123W	YKL123W	XI
YKL122C	YKL122C	XI
YKL121W	YKL121W	XI
YKL120W	YKL120W	XI
YKL119C	YKL119C	XI
YKL118W	YKL118W	XI
YKL117W	YKL117W	XI
YKL116C	YKL116C	XI
YKL115C	YKL115C	XI
YKL114C	YKL114C	XI
YKL113C	YKL113C	XI
YKL112W	YKL112W	XI
YKL111C	YKL111C	XI
YKL110C	YKL110C	XI
YKL109W	YKL109W	XI
YKL108W	YKL108W	XI
YKL107W	YKL107W	XI
YKL106C.A	YKL106C.A	NA
YKL106W	YKL106W	XI
YKL105C	YKL105C	XI
YKL104C	YKL104C	XI
YKL103C	YKL103C	XI
YKL102C	YKL102C	XI
YKL101W	YKL101W	XI
YKL100C	YKL100C	XI
YKL100W.A	YKL100W.A	NA
YKL099C	YKL099C	XI
YKL098W	YKL098W	XI
YKL097C	YKL097C	XI
YKL096C.B	YKL096C.B	NA
YKL096W.A	YKL096W.A	NA
YKL096W	YKL096W	XI
YKL095W	YKL095W	XI
YKL094W	YKL094W	XI
YKL093W	YKL093W	XI
YKL092C	YKL092C	XI
YKL091C	YKL091C	XI
YKL090W	YKL090W	XI
YKL089W	YKL089W	XI
YKL088W	YKL088W	XI
YKL087C	YKL087C	XI
YKL086W	YKL086W	XI
YKL085W	YKL085W	XI
YKL084W	YKL084W	XI
YKL083W	YKL083W	XI
YKL082C	YKL082C	XI
YKL081W	YKL081W	XI
snR38	snR38	XI
YKL080W	YKL080W	XI
YKL079W	YKL079W	XI
YKL078W	YKL078W	XI
YKL077W	YKL077W	XI
YKL076C	YKL076C	XI
YKL075C	YKL075C	XI
YKL074C	YKL074C	XI
YKL073W	YKL073W	XI
YKL072W	YKL072W	XI
YKL071W	YKL071W	XI
YKL070W	YKL070W	XI
YKL069W	YKL069W	XI
YKL068W.A	YKL068W.A	NA
YKL068W	YKL068W	XI
YKL067W	YKL067W	XI
YKL066W	YKL066W	XI
YKL065W.A	YKL065W.A	NA
YKL065C	YKL065C	XI
YKL064W	YKL064W	XI
YKL063C	YKL063C	XI
YKL062W	YKL062W	XI
YKL061W	YKL061W	XI
YKL060C	YKL060C	XI
YKL059C	YKL059C	XI
YKL058W	YKL058W	XI
YKL057C	YKL057C	XI
YKL056C	YKL056C	XI
YKL055C	YKL055C	XI
YKL054C	YKL054C	XI
YKL053C.A	YKL053C.A	NA
YKL053W	YKL053W	XI
YKL052C	YKL052C	XI
YKL051W	YKL051W	XI
YKL050C	YKL050C	XI
YKL049C	YKL049C	XI
YKL048C	YKL048C	XI
YKL047W	YKL047W	XI
YKL046C	YKL046C	XI
YKL045W	YKL045W	XI
YKL044W	YKL044W	XI
YKL043W	YKL043W	XI
YKL042W	YKL042W	XI
YKL041W	YKL041W	XI
YKL040C	YKL040C	XI
YKL039W	YKL039W	XI
snR69	snR69	XI
YKL038W	YKL038W	XI
YKL037W	YKL037W	XI
YKL036C	YKL036C	XI
YKL035W	YKL035W	XI
YKL034W	YKL034W	XI
YKL033W.A	YKL033W.A	NA
YKL033W	YKL033W	XI
YKL032C	YKL032C	XI
YKL031W	YKL031W	XI
YKL030W	YKL030W	XI
YKL029C	YKL029C	XI
YKL028W	YKL028W	XI
YKL027W	YKL027W	XI
YKL026C	YKL026C	XI
YKL025C	YKL025C	XI
YKL024C	YKL024C	XI
YKL023C.A	YKL023C.A	NA
YKL023W	YKL023W	XI
YKL022C	YKL022C	XI
YKL021C	YKL021C	XI
YKL020C	YKL020C	XI
YKL019W	YKL019W	XI
YKL018C.A	YKL018C.A	NA
YKL018W	YKL018W	XI
YKL017C	YKL017C	XI
YKL016C	YKL016C	XI
YKL015W	YKL015W	XI
YKL014C	YKL014C	XI
YKL013C	YKL013C	XI
YKL012W	YKL012W	XI
YKL011C	YKL011C	XI
YKL010C	YKL010C	XI
YKL009W	YKL009W	XI
YKL008C	YKL008C	XI
YKL007W	YKL007W	XI
YKL006C.A	YKL006C.A	NA
snR87	snR87	XI
YKL006W	YKL006W	XI
YKL005C	YKL005C	XI
YKL004W	YKL004W	XI
YKL003C	YKL003C	XI
YKL002W	YKL002W	XI
YKL001C	YKL001C	XI
YKR001C	YKR001C	XI
YKR002W	YKR002W	XI
YKR003W	YKR003W	XI
YKR004C	YKR004C	XI
YKR005C	YKR005C	XI
YKR006C	YKR006C	XI
YKR007W	YKR007W	XI
YKR008W	YKR008W	XI
YKR009C	YKR009C	XI
YKR010C	YKR010C	XI
YKR011C	YKR011C	XI
YKR012C	YKR012C	XI
YKR013W	YKR013W	XI
YKR014C	YKR014C	XI
YKR015C	YKR015C	XI
YKR016W	YKR016W	XI
YKR017C	YKR017C	XI
YKR018C	YKR018C	XI
YKR019C	YKR019C	XI
YKR020W	YKR020W	XI
YKR021W	YKR021W	XI
YKR022C	YKR022C	XI
YKR023W	YKR023W	XI
YKR024C	YKR024C	XI
YKR025W	YKR025W	XI
YKR026C	YKR026C	XI
YKR027W	YKR027W	XI
YKR028W	YKR028W	XI
YKR029C	YKR029C	XI
YKR030W	YKR030W	XI
YKR031C	YKR031C	XI
YKR032W	YKR032W	XI
YKR033C	YKR033C	XI
YKR034W	YKR034W	XI
YKR035C	YKR035C	XI
YKR035W.A	YKR035W.A	NA
YKR036C	YKR036C	XI
YKR037C	YKR037C	XI
YKR038C	YKR038C	XI
YKR039W	YKR039W	XI
YKR040C	YKR040C	XI
YKR041W	YKR041W	XI
YKR042W	YKR042W	XI
YKR043C	YKR043C	XI
YKR044W	YKR044W	XI
YKR045C	YKR045C	XI
YKR046C	YKR046C	XI
YKR047W	YKR047W	XI
YKR048C	YKR048C	XI
YKR049C	YKR049C	XI
YKR050W	YKR050W	XI
YKR051W	YKR051W	XI
YKR052C	YKR052C	XI
YKR053C	YKR053C	XI
YKR054C	YKR054C	XI
YKR055W	YKR055W	XI
YKR056W	YKR056W	XI
YKR057W	YKR057W	XI
YKR058W	YKR058W	XI
YKR059W	YKR059W	XI
YKR060W	YKR060W	XI
YKR061W	YKR061W	XI
snR42	snR42	XI
YKR062W	YKR062W	XI
YKR063C	YKR063C	XI
YKR064W	YKR064W	XI
YKR065C	YKR065C	XI
YKR066C	YKR066C	XI
YKR067W	YKR067W	XI
YKR068C	YKR068C	XI
YKR069W	YKR069W	XI
YKR070W	YKR070W	XI
YKR071C	YKR071C	XI
YKR072C	YKR072C	XI
YKR073C	YKR073C	XI
YKR074W	YKR074W	XI
YKR075C	YKR075C	XI
YKR075W.A	YKR075W.A	NA
YKR076W	YKR076W	XI
YKR077W	YKR077W	XI
YKR078W	YKR078W	XI
YKR079C	YKR079C	XI
YKR080W	YKR080W	XI
YKR081C	YKR081C	XI
YKR082W	YKR082W	XI
YKR083C	YKR083C	XI
YKR084C	YKR084C	XI
YKR085C	YKR085C	XI
YKR086W	YKR086W	XI
YKR087C	YKR087C	XI
YKR088C	YKR088C	XI
YKR089C	YKR089C	XI
YKR090W	YKR090W	XI
YKR091W	YKR091W	XI
YKR092C	YKR092C	XI
YKR093W	YKR093W	XI
YKR094C	YKR094C	XI
YKR095W	YKR095W	XI
YKR095W.A	YKR095W.A	NA
YKR096W	YKR096W	XI
YKR097W	YKR097W	XI
YKR098C	YKR098C	XI
YKR099W	YKR099W	XI
YKR100C	YKR100C	XI
YKR101W	YKR101W	XI
YKR102W	YKR102W	XI
YKR103W	YKR103W	XI
YKR104W	YKR104W	XI
YKR105C	YKR105C	XI
YKR106W	YKR106W	XI
YEL077C	YEL077C	V
YEL077W.A	YEL077W.A	NA
YEL076C.A	YEL076C.A	NA
YEL076C	YEL076C	V
YEL075W.A	YEL075W.A	NA
YEL075C	YEL075C	V
YEL074W	YEL074W	V
YEL073C	YEL073C	V
YEL072W	YEL072W	V
YEL071W	YEL071W	V
YEL070W	YEL070W	V
YEL069C	YEL069C	V
YEL068C	YEL068C	V
YEL067C	YEL067C	V
YEL066W	YEL066W	V
YEL065W	YEL065W	V
YEL064C	YEL064C	V
YEL063C	YEL063C	V
YEL062W	YEL062W	V
YEL061C	YEL061C	V
YEL060C	YEL060C	V
YEL059C.A	YEL059C.A	NA
YEL059W	YEL059W	V
YEL058W	YEL058W	V
YEL057C	YEL057C	V
YEL056W	YEL056W	V
YEL055C	YEL055C	V
snR80	snR80	V
YEL054C	YEL054C	V
YEL053W.A	YEL053W.A	NA
YEL053C	YEL053C	V
YEL052W	YEL052W	V
YEL051W	YEL051W	V
YEL050W.A	YEL050W.A	NA
YEL050C	YEL050C	V
snR67	snR67	V
snR53	snR53	V
YEL049W	YEL049W	V
YEL048C	YEL048C	V
YEL047C	YEL047C	V
YEL046C	YEL046C	V
YEL045C	YEL045C	V
YEL044W	YEL044W	V
YEL043W	YEL043W	V
YEL042W	YEL042W	V
YEL041W	YEL041W	V
YEL040W	YEL040W	V
YEL039C	YEL039C	V
YEL038W	YEL038W	V
YEL037C	YEL037C	V
YEL036C	YEL036C	V
YEL035C	YEL035C	V
YEL034C.A	YEL034C.A	NA
YEL034W	YEL034W	V
YEL033W	YEL033W	V
YEL032W	YEL032W	V
YEL032C.A	YEL032C.A	NA
YEL031W	YEL031W	V
YEL030C.A	YEL030C.A	NA
YEL030W	YEL030W	V
YEL029C	YEL029C	V
YEL028W	YEL028W	V
