hgnc_symbol	ensembl_gene_id	chromosome_name	origsymbol
C19orf38	C19orf38	ENSG00000214212	19	C19orf38
C19orf40	NA	NA	NA	C19orf40
C19orf43	NA	NA	NA	C19orf43
C19orf44	C19orf44	ENSG00000105072	19	C19orf44
C19orf45	NA	NA	NA	C19orf45
C19orf47	C19orf47	ENSG00000160392	19	C19orf47
C19orf48	C19orf48	ENSG00000167747	19	C19orf48
C19orf52	NA	NA	NA	C19orf52
C19orf53	C19orf53	ENSG00000104979	19	C19orf53
C19orf54	C19orf54	ENSG00000188493	19	C19orf54
C19orf57	C19orf57	ENSG00000132016	19	C19orf57
C19orf60	NA	NA	NA	C19orf60
C19orf66	C19orf66	ENSG00000130813	19	C19orf66
C19orf67	C19orf67	ENSG00000188032	19	C19orf67
C19orf68	NA	NA	NA	C19orf68
C19orf70	NA	NA	NA	C19orf70
C19orf71	C19orf71	ENSG00000183397	19	C19orf71
C19orf73	C19orf73	ENSG00000221916	19	C19orf73
C19orf81	C19orf81	ENSG00000235034	19	C19orf81
C19orf83	NA	NA	NA	C19orf83
C19orf84	C19orf84	ENSG00000262874	19	C19orf84
C1D	C1D	ENSG00000197223	2	C1D
C1DP1	C1DP1	ENSG00000231245	10	C1DP1
C1DP2	C1DP2	ENSG00000236217	10	C1DP2
C1DP3	C1DP3	ENSG00000224760	10	C1DP3
C1DP4	C1DP4	ENSG00000227515	10	C1DP4
C1GALT1	C1GALT1	ENSG00000106392	7	C1GALT1
C1GALT1C1	C1GALT1C1	ENSG00000171155	X	C1GALT1C1
C1QBP	C1QBP	ENSG00000108561	17	C1QBP
C1QBPP	NA	NA	NA	C1QBPP
C1QL1	C1QL1	ENSG00000131094	17	C1QL1
C1QL3	C1QL3	ENSG00000165985	10	C1QL3
C1QL4	C1QL4	ENSG00000186897	12	C1QL4
C1QTNF1	C1QTNF1	ENSG00000173918	17	C1QTNF1
C1QTNF2	C1QTNF2	ENSG00000145861	5	C1QTNF2
C1QTNF3	C1QTNF3	ENSG00000082196	5	C1QTNF3
C1QTNF3-AMACR	C1QTNF3-AMACR	ENSG00000273294	5	C1QTNF3-AMACR
C1QTNF4	C1QTNF4	ENSG00000284838	CHR_HG2114_PATCH	C1QTNF4
C1QTNF6	C1QTNF6	ENSG00000133466	22	C1QTNF6
C1QTNF7	C1QTNF7	ENSG00000163145	4	C1QTNF7
C1QTNF8	C1QTNF8	ENSG00000184471	16	C1QTNF8
C1QTNF9	C1QTNF9	ENSG00000240654	13	C1QTNF9
C1QTNF9B	C1QTNF9B	ENSG00000205863	13	C1QTNF9B
C1QTNF9B-AS1	NA	NA	NA	C1QTNF9B-AS1
C1R	C1R	ENSG00000159403	12	C1R
C1RL	C1RL	ENSG00000139178	12	C1RL
C1RL-AS1	C1RL-AS1	ENSG00000205885	12	C1RL-AS1
C1S	C1S	ENSG00000182326	12	C1S
C1orf100	C1orf100	ENSG00000173728	1	C1orf100
C1orf101	NA	NA	NA	C1orf101
C1orf105	C1orf105	ENSG00000180999	1	C1orf105
C1orf106	NA	NA	NA	C1orf106
C1orf109	C1orf109	ENSG00000116922	1	C1orf109
C1orf110	NA	NA	NA	C1orf110
C1orf112	C1orf112	ENSG00000000460	1	C1orf112
C1orf115	C1orf115	ENSG00000162817	1	C1orf115
C1orf116	C1orf116	ENSG00000182795	1	C1orf116
C1orf122	C1orf122	ENSG00000197982	1	C1orf122
C1orf123	NA	NA	NA	C1orf123
C1orf127	C1orf127	ENSG00000175262	1	C1orf127
C1orf131	C1orf131	ENSG00000143633	1	C1orf131
C1orf132	NA	NA	NA	C1orf132
C1orf140	NA	NA	NA	C1orf140
C1orf141	C1orf141	ENSG00000203963	1	C1orf141
C1orf143	C1orf143	ENSG00000228208	1	C1orf143
C1orf145	NA	NA	NA	C1orf145
C1orf146	C1orf146	ENSG00000203910	1	C1orf146
C1orf147	C1orf147	ENSG00000162888	1	C1orf147
C1orf158	C1orf158	ENSG00000157330	1	C1orf158
C1orf159	C1orf159	ENSG00000131591	1	C1orf159
C1orf162	C1orf162	ENSG00000143110	1	C1orf162
C1orf167	C1orf167	ENSG00000215910	1	C1orf167
C1orf168	NA	NA	NA	C1orf168
C1orf174	C1orf174	ENSG00000198912	1	C1orf174
C1orf177	NA	NA	NA	C1orf177
C1orf186	NA	NA	NA	C1orf186
C1orf189	C1orf189	ENSG00000163263	1	C1orf189
C1orf192	NA	NA	NA	C1orf192
C1orf194	C1orf194	ENSG00000179902	1	C1orf194
C1orf198	C1orf198	ENSG00000119280	1	C1orf198
C1orf200	NA	NA	NA	C1orf200
C1orf204	NA	NA	NA	C1orf204
C1orf21	C1orf21	ENSG00000116667	1	C1orf21
C1orf213	NA	NA	NA	C1orf213
C1orf216	C1orf216	ENSG00000142686	1	C1orf216
C1orf220	C1orf220	ENSG00000213057	1	C1orf220
C1orf226	C1orf226	ENSG00000239887	1	C1orf226
C1orf228	NA	NA	NA	C1orf228
C1orf229	C1orf229	ENSG00000221953	1	C1orf229
C1orf233	NA	NA	NA	C1orf233
C1orf234	NA	NA	NA	C1orf234
C1orf27	NA	NA	NA	C1orf27
C1orf35	C1orf35	ENSG00000143793	1	C1orf35
C1orf43	C1orf43	ENSG00000143612	1	C1orf43
C1orf50	C1orf50	ENSG00000164008	1	C1orf50
C1orf52	C1orf52	ENSG00000162642	1	C1orf52
C1orf53	C1orf53	ENSG00000203724	1	C1orf53
C1orf54	C1orf54	ENSG00000118292	1	C1orf54
C1orf56	C1orf56	ENSG00000143443	1	C1orf56
C1orf61	C1orf61	ENSG00000125462	1	C1orf61
C1orf74	C1orf74	ENSG00000162757	1	C1orf74
C1orf85	NA	NA	NA	C1orf85
C1orf86	NA	NA	NA	C1orf86
C1orf87	C1orf87	ENSG00000162598	1	C1orf87
C1orf95	NA	NA	NA	C1orf95
C2	C2	ENSG00000235696	CHR_HSCHR6_MHC_SSTO_CTG1	C2
C20orf144	C20orf144	ENSG00000149609	20	C20orf144
C20orf173	C20orf173	ENSG00000125975	20	C20orf173
C20orf194	C20orf194	ENSG00000088854	20	C20orf194
C20orf195	NA	NA	NA	C20orf195
C20orf196	NA	NA	NA	C20orf196
C20orf197	C20orf197	ENSG00000176659	20	C20orf197
C20orf203	C20orf203	ENSG00000198547	20	C20orf203
C20orf24	NA	NA	NA	C20orf24
C20orf27	C20orf27	ENSG00000101220	20	C20orf27
C20orf96	C20orf96	ENSG00000196476	20	C20orf96
C21orf119	NA	NA	NA	C21orf119
C21orf128	NA	NA	NA	C21orf128
C21orf2	NA	NA	NA	C21orf2
C21orf33	NA	NA	NA	C21orf33
C21orf49	NA	NA	NA	C21orf49
C21orf58	C21orf58	ENSG00000160298	21	C21orf58
C21orf59	NA	NA	NA	C21orf59
C21orf62	C21orf62	ENSG00000262938	CHR_HSCHR21_3_CTG1_1	C21orf62
C21orf67	NA	NA	NA	C21orf67
C21orf91	C21orf91	ENSG00000154642	21	C21orf91
C21orf91-OT1	C21orf91-OT1	ENSG00000240770	21	C21orf91-OT1
C22orf15	C22orf15	ENSG00000273579	CHR_HSCHR22_1_CTG7	C22orf15
C22orf23	C22orf23	ENSG00000128346	22	C22orf23
C22orf24	C22orf24	ENSG00000128254	22	C22orf24
C22orf29	NA	NA	NA	C22orf29
C22orf34	C22orf34	ENSG00000188511	22	C22orf34
C22orf39	C22orf39	ENSG00000242259	22	C22orf39
C22orf42	C22orf42	ENSG00000205856	22	C22orf42
C22orf46	C22orf46	ENSG00000184208	22	C22orf46
C2CD2	C2CD2	ENSG00000157617	21	C2CD2
C2CD2L	C2CD2L	ENSG00000172375	11	C2CD2L
C2CD3	C2CD3	ENSG00000168014	11	C2CD3
C2CD4C	C2CD4C	ENSG00000183186	19	C2CD4C
C2CD4D	C2CD4D	ENSG00000225556	1	C2CD4D
C2CD5	C2CD5	ENSG00000111731	12	C2CD5
C2orf15	C2orf15	ENSG00000273045	2	C2orf15
C2orf16	C2orf16	ENSG00000221843	2	C2orf16
C2orf27A	C2orf27A	ENSG00000197927	2	C2orf27A
C2orf27AP2	C2orf27AP2	ENSG00000239792	9	C2orf27AP2
C2orf40	C2orf40	ENSG00000119147	2	C2orf40
C2orf42	C2orf42	ENSG00000115998	2	C2orf42
C2orf43	NA	NA	NA	C2orf43
C2orf44	NA	NA	NA	C2orf44
C2orf47	NA	NA	NA	C2orf47
C2orf48	NA	NA	NA	C2orf48
C2orf49	C2orf49	ENSG00000135974	2	C2orf49
C2orf50	C2orf50	ENSG00000150873	2	C2orf50
C2orf66	C2orf66	ENSG00000187944	2	C2orf66
C2orf68	C2orf68	ENSG00000168887	2	C2orf68
C2orf69	C2orf69	ENSG00000178074	2	C2orf69
C2orf73	C2orf73	ENSG00000177994	2	C2orf73
C2orf74	C2orf74	ENSG00000237651	2	C2orf74
C2orf76	C2orf76	ENSG00000186132	2	C2orf76
C2orf80	C2orf80	ENSG00000188674	2	C2orf80
C2orf81	C2orf81	ENSG00000284308	2	C2orf81
C2orf82	NA	NA	NA	C2orf82
C2orf88	C2orf88	ENSG00000187699	2	C2orf88
C3	C3	ENSG00000125730	19	C3
C3AR1	C3AR1	ENSG00000171860	12	C3AR1
C3P1	C3P1	ENSG00000167798	19	C3P1
C3orf17	NA	NA	NA	C3orf17
C3orf18	C3orf18	ENSG00000088543	3	C3orf18
C3orf20	C3orf20	ENSG00000131379	3	C3orf20
C3orf27	NA	NA	NA	C3orf27
C3orf30	NA	NA	NA	C3orf30
C3orf33	C3orf33	ENSG00000174928	3	C3orf33
C3orf35	C3orf35	ENSG00000198590	3	C3orf35
C3orf38	C3orf38	ENSG00000179021	3	C3orf38
C3orf49	C3orf49	ENSG00000163632	3	C3orf49
C3orf52	C3orf52	ENSG00000285394	CHR_HSCHR3_6_CTG2_1	C3orf52
C3orf55	NA	NA	NA	C3orf55
C3orf56	C3orf56	ENSG00000214324	3	C3orf56
C3orf58	NA	NA	NA	C3orf58
C3orf62	C3orf62	ENSG00000188315	3	C3orf62
C3orf65	NA	NA	NA	C3orf65
C3orf67	C3orf67	ENSG00000163689	3	C3orf67
C3orf67-AS1	C3orf67-AS1	ENSG00000242428	3	C3orf67-AS1
C3orf70	C3orf70	ENSG00000187068	3	C3orf70
C3orf80	C3orf80	ENSG00000180044	3	C3orf80
C3orf84	C3orf84	ENSG00000236980	3	C3orf84
C4BPAP2	C4BPAP2	ENSG00000232621	1	C4BPAP2
C4BPB	C4BPB	ENSG00000123843	1	C4BPB
C4orf17	C4orf17	ENSG00000138813	4	C4orf17
C4orf19	C4orf19	ENSG00000154274	4	C4orf19
C4orf22	NA	NA	NA	C4orf22
C4orf26	NA	NA	NA	C4orf26
C4orf27	NA	NA	NA	C4orf27
C4orf29	NA	NA	NA	C4orf29
C4orf3	C4orf3	ENSG00000164096	4	C4orf3
C4orf32	NA	NA	NA	C4orf32
C4orf33	C4orf33	ENSG00000151470	4	C4orf33
C4orf36	C4orf36	ENSG00000163633	4	C4orf36
C4orf45	C4orf45	ENSG00000164123	4	C4orf45
C4orf46	C4orf46	ENSG00000205208	4	C4orf46
C4orf47	C4orf47	ENSG00000205129	4	C4orf47
C4orf48	C4orf48	ENSG00000243449	4	C4orf48
C4orf50	C4orf50	ENSG00000181215	4	C4orf50
C5	C5	ENSG00000106804	9	C5
C5AR1	C5AR1	ENSG00000197405	19	C5AR1
C5AR2	C5AR2	ENSG00000134830	19	C5AR2
C5orf15	C5orf15	ENSG00000113583	5	C5orf15
C5orf22	C5orf22	ENSG00000082213	5	C5orf22
C5orf24	C5orf24	ENSG00000181904	5	C5orf24
C5orf27	NA	NA	NA	C5orf27
C5orf28	NA	NA	NA	C5orf28
C5orf30	C5orf30	ENSG00000181751	5	C5orf30
C5orf34	C5orf34	ENSG00000172244	5	C5orf34
C5orf42	NA	NA	NA	C5orf42
C5orf45	NA	NA	NA	C5orf45
C5orf46	C5orf46	ENSG00000178776	5	C5orf46
C5orf49	C5orf49	ENSG00000215217	5	C5orf49
C5orf51	C5orf51	ENSG00000205765	5	C5orf51
C5orf52	C5orf52	ENSG00000187658	5	C5orf52
C5orf55	NA	NA	NA	C5orf55
C5orf56	C5orf56	ENSG00000197536	5	C5orf56
C5orf58	C5orf58	ENSG00000234511	5	C5orf58
C5orf60	C5orf60	ENSG00000284445	CHR_HG30_PATCH	C5orf60
C5orf63	C5orf63	ENSG00000164241	5	C5orf63
C5orf64	C5orf64	ENSG00000178722	5	C5orf64
C5orf66	C5orf66	ENSG00000224186	5	C5orf66
C6orf1	NA	NA	NA	C6orf1
C6orf100	NA	NA	NA	C6orf100
C6orf106	C6orf106	ENSG00000196821	6	C6orf106
C6orf120	C6orf120	ENSG00000185127	6	C6orf120
C6orf123	NA	NA	NA	C6orf123
C6orf132	C6orf132	ENSG00000188112	6	C6orf132
C6orf136	C6orf136	ENSG00000237100	CHR_HSCHR6_MHC_SSTO_CTG1	C6orf136
C6orf141	C6orf141	ENSG00000197261	6	C6orf141
C6orf15	C6orf15	ENSG00000231624	CHR_HSCHR6_MHC_QBL_CTG1	C6orf15
C6orf163	C6orf163	ENSG00000203872	6	C6orf163
C6orf164	NA	NA	NA	C6orf164
C6orf165	NA	NA	NA	C6orf165
C6orf183	NA	NA	NA	C6orf183
C6orf195	NA	NA	NA	C6orf195
C6orf201	C6orf201	ENSG00000185689	6	C6orf201
C6orf203	C6orf203	ENSG00000130349	6	C6orf203
C6orf211	NA	NA	NA	C6orf211
C6orf223	C6orf223	ENSG00000181577	6	C6orf223
C6orf226	C6orf226	ENSG00000221821	6	C6orf226
C6orf229	NA	NA	NA	C6orf229
C6orf25	NA	NA	NA	C6orf25
C6orf47	C6orf47	ENSG00000235360	CHR_HSCHR6_MHC_SSTO_CTG1	C6orf47
C6orf47-AS1	C6orf47-AS1	ENSG00000235516	CHR_HSCHR6_MHC_SSTO_CTG1	C6orf47-AS1
C6orf48	C6orf48	ENSG00000234728	CHR_HSCHR6_MHC_QBL_CTG1	C6orf48
C6orf52	C6orf52	ENSG00000285312	CHR_HG2057_PATCH	C6orf52
C6orf57	NA	NA	NA	C6orf57
C6orf58	C6orf58	ENSG00000184530	6	C6orf58
C6orf62	C6orf62	ENSG00000112308	6	C6orf62
C6orf89	C6orf89	ENSG00000198663	6	C6orf89
C6orf99	C6orf99	ENSG00000203711	6	C6orf99
C7	C7	ENSG00000112936	5	C7
C7orf25	C7orf25	ENSG00000136197	7	C7orf25
C7orf26	C7orf26	ENSG00000146576	7	C7orf26
C7orf31	C7orf31	ENSG00000153790	7	C7orf31
C7orf43	C7orf43	ENSG00000146826	7	C7orf43
C7orf49	NA	NA	NA	C7orf49
C7orf50	C7orf50	ENSG00000146540	7	C7orf50
C7orf55	NA	NA	NA	C7orf55
C7orf55-LUC7L2	NA	NA	NA	C7orf55-LUC7L2
C7orf57	C7orf57	ENSG00000164746	7	C7orf57
C7orf60	NA	NA	NA	C7orf60
C7orf61	C7orf61	ENSG00000185955	7	C7orf61
C7orf65	C7orf65	ENSG00000221845	7	C7orf65
C7orf71	C7orf71	ENSG00000222004	7	C7orf71
C7orf72	NA	NA	NA	C7orf72
C7orf73	NA	NA	NA	C7orf73
C8B	C8B	ENSG00000021852	1	C8B
C8G	C8G	ENSG00000176919	9	C8G
C8orf12	NA	NA	NA	C8orf12
C8orf17	C8orf17	ENSG00000250733	8	C8orf17
C8orf33	C8orf33	ENSG00000182307	8	C8orf33
C8orf34	C8orf34	ENSG00000165084	8	C8orf34
C8orf37	C8orf37	ENSG00000156172	8	C8orf37
C8orf37-AS1	C8orf37-AS1	ENSG00000253773	8	C8orf37-AS1
C8orf4	NA	NA	NA	C8orf4
C8orf44	C8orf44	ENSG00000213865	8	C8orf44
C8orf44-SGK3	NA	NA	NA	C8orf44-SGK3
C8orf46	NA	NA	NA	C8orf46
C8orf49	C8orf49	ENSG00000255394	8	C8orf49
C8orf58	C8orf58	ENSG00000241852	8	C8orf58
C8orf59	C8orf59	ENSG00000176731	8	C8orf59
C8orf74	C8orf74	ENSG00000285147	CHR_HG76_PATCH	C8orf74
C8orf76	C8orf76	ENSG00000189376	8	C8orf76
C8orf82	C8orf82	ENSG00000213563	8	C8orf82
C8orf88	C8orf88	ENSG00000253250	8	C8orf88
C9	C9	ENSG00000113600	5	C9
C9orf106	C9orf106	ENSG00000179082	9	C9orf106
C9orf114	NA	NA	NA	C9orf114
C9orf116	C9orf116	ENSG00000160345	9	C9orf116
C9orf117	NA	NA	NA	C9orf117
C9orf129	C9orf129	ENSG00000204352	9	C9orf129
C9orf135-AS1	NA	NA	NA	C9orf135-AS1
C9orf139	C9orf139	ENSG00000180539	9	C9orf139
C9orf142	NA	NA	NA	C9orf142
C9orf147	C9orf147	ENSG00000230185	9	C9orf147
C9orf152	C9orf152	ENSG00000188959	9	C9orf152
C9orf153	C9orf153	ENSG00000187753	9	C9orf153
C9orf156	NA	NA	NA	C9orf156
C9orf16	C9orf16	ENSG00000171159	9	C9orf16
C9orf163	C9orf163	ENSG00000196366	9	C9orf163
C9orf171	NA	NA	NA	C9orf171
C9orf172	NA	NA	NA	C9orf172
C9orf173	NA	NA	NA	C9orf173
C9orf173-AS1	NA	NA	NA	C9orf173-AS1
C9orf24	C9orf24	ENSG00000164972	9	C9orf24
C9orf3	C9orf3	ENSG00000148120	9	C9orf3
C9orf40	C9orf40	ENSG00000135045	9	C9orf40
C9orf41	NA	NA	NA	C9orf41
C9orf41-AS1	NA	NA	NA	C9orf41-AS1
C9orf43	C9orf43	ENSG00000157653	9	C9orf43
C9orf47	NA	NA	NA	C9orf47
C9orf50	C9orf50	ENSG00000179058	9	C9orf50
C9orf53	NA	NA	NA	C9orf53
C9orf64	C9orf64	ENSG00000165118	9	C9orf64
C9orf69	NA	NA	NA	C9orf69
C9orf72	C9orf72	ENSG00000147894	9	C9orf72
C9orf78	C9orf78	ENSG00000136819	9	C9orf78
C9orf84	NA	NA	NA	C9orf84
C9orf85	C9orf85	ENSG00000155621	9	C9orf85
C9orf89	NA	NA	NA	C9orf89
C9orf9	NA	NA	NA	C9orf9
C9orf91	NA	NA	NA	C9orf91
CA11	CA11	ENSG00000063180	19	CA11
CA12	CA12	ENSG00000074410	15	CA12
CA13	CA13	ENSG00000185015	8	CA13
CA14	CA14	ENSG00000118298	1	CA14
CA3	CA3	ENSG00000164879	8	CA3
CA5A	CA5A	ENSG00000174990	16	CA5A
CA5AP1	CA5AP1	ENSG00000260133	16	CA5AP1
CA5B	CA5B	ENSG00000169239	X	CA5B
CA5BP1	CA5BP1	ENSG00000186312	X	CA5BP1
CA6	CA6	ENSG00000131686	1	CA6
CA8	CA8	ENSG00000178538	8	CA8
CA9	CA9	ENSG00000107159	9	CA9
CAAP1	CAAP1	ENSG00000120159	9	CAAP1
CAB39	CAB39	ENSG00000135932	2	CAB39
CAB39L	CAB39L	ENSG00000102547	13	CAB39L
CABIN1	CABIN1	ENSG00000281670	CHR_HSCHR22_1_CTG7	CABIN1
CABLES1	CABLES1	ENSG00000134508	18	CABLES1
CABLES2	CABLES2	ENSG00000149679	20	CABLES2
CABP1	CABP1	ENSG00000157782	12	CABP1
CABP2	CABP2	ENSG00000167791	11	CABP2
CABP4	CABP4	ENSG00000175544	11	CABP4
CABP7	CABP7	ENSG00000100314	22	CABP7
CABYR	CABYR	ENSG00000154040	18	CABYR
CACFD1	CACFD1	ENSG00000280479	CHR_HG2030_PATCH	CACFD1
CACHD1	CACHD1	ENSG00000158966	1	CACHD1
CACNA1A	CACNA1A	ENSG00000141837	19	CACNA1A
CACNA1B	CACNA1B	ENSG00000148408	9	CACNA1B
CACNA1C	CACNA1C	ENSG00000285479	CHR_HG1815_PATCH	CACNA1C
CACNA1C-AS1	CACNA1C-AS1	ENSG00000285335	CHR_HG1815_PATCH	CACNA1C-AS1
CACNA1C-AS2	CACNA1C-AS2	ENSG00000285101	CHR_HG1815_PATCH	CACNA1C-AS2
CACNA1D	CACNA1D	ENSG00000157388	3	CACNA1D
CACNA1E	CACNA1E	ENSG00000198216	1	CACNA1E
CACNA1F	CACNA1F	ENSG00000102001	X	CACNA1F
CACNA1G	CACNA1G	ENSG00000006283	17	CACNA1G
CACNA1H	CACNA1H	ENSG00000196557	16	CACNA1H
CACNA1I	CACNA1I	ENSG00000100346	22	CACNA1I
CACNA2D1	CACNA2D1	ENSG00000153956	7	CACNA2D1
CACNA2D2	CACNA2D2	ENSG00000007402	3	CACNA2D2
CACNA2D3	CACNA2D3	ENSG00000157445	3	CACNA2D3
CACNA2D4	CACNA2D4	ENSG00000284953	CHR_HG1815_PATCH	CACNA2D4
CACNB1	CACNB1	ENSG00000067191	17	CACNB1
CACNB2	CACNB2	ENSG00000165995	10	CACNB2
CACNB3	CACNB3	ENSG00000167535	12	CACNB3
CACNB4	CACNB4	ENSG00000182389	2	CACNB4
CACNG2	CACNG2	ENSG00000166862	22	CACNG2
CACNG7	CACNG7	ENSG00000105605	19	CACNG7
CACNG8	CACNG8	ENSG00000142408	19	CACNG8
CACTIN	CACTIN	ENSG00000105298	19	CACTIN
CACUL1	CACUL1	ENSG00000151893	10	CACUL1
CACYBP	CACYBP	ENSG00000116161	1	CACYBP
CACYBPP1	CACYBPP1	ENSG00000225928	10	CACYBPP1
CACYBPP2	CACYBPP2	ENSG00000177855	2	CACYBPP2
CACYBPP3	CACYBPP3	ENSG00000219188	6	CACYBPP3
CAD	CAD	ENSG00000084774	2	CAD
CADM1	CADM1	ENSG00000182985	11	CADM1
CADM2	CADM2	ENSG00000284780	CHR_HSCHR3_4_CTG1	CADM2
CADM2-AS2	CADM2-AS2	ENSG00000241648	3	CADM2-AS2
CADM3-AS1	CADM3-AS1	ENSG00000225670	1	CADM3-AS1
CADM4	CADM4	ENSG00000105767	19	CADM4
CADPS	CADPS	ENSG00000163618	3	CADPS
CAGE1	CAGE1	ENSG00000164304	6	CAGE1
CAHM	CAHM	ENSG00000270419	6	CAHM
CALB1	CALB1	ENSG00000104327	8	CALB1
CALB2	CALB2	ENSG00000282830	CHR_HSCHR16_4_CTG3_1	CALB2
CALCB	CALCB	ENSG00000175868	11	CALCB
CALCOCO1	CALCOCO1	ENSG00000012822	12	CALCOCO1
CALCOCO2	CALCOCO2	ENSG00000136436	17	CALCOCO2
CALCRL	CALCRL	ENSG00000064989	2	CALCRL
CALD1	CALD1	ENSG00000122786	7	CALD1
CALHM1	CALHM1	ENSG00000185933	10	CALHM1
CALHM2	CALHM2	ENSG00000138172	10	CALHM2
CALM1	CALM1	ENSG00000198668	14	CALM1
CALM1P1	CALM1P1	ENSG00000223467	X	CALM1P1
CALM1P2	CALM1P2	ENSG00000230564	7	CALM1P2
CALM2	CALM2	ENSG00000143933	2	CALM2
CALM2P1	CALM2P1	ENSG00000267170	17	CALM2P1
CALM2P2	CALM2P2	ENSG00000229097	10	CALM2P2
CALM2P3	CALM2P3	ENSG00000215482	13	CALM2P3
CALM2P4	CALM2P4	ENSG00000233662	13	CALM2P4
CALM3	CALM3	ENSG00000160014	19	CALM3
CALML3	CALML3	ENSG00000178363	10	CALML3
CALML4	CALML4	ENSG00000129007	15	CALML4
CALML6	CALML6	ENSG00000169885	1	CALML6
CALN1	CALN1	ENSG00000183166	7	CALN1
CALR	CALR	ENSG00000179218	19	CALR
CALR3	CALR3	ENSG00000269058	19	CALR3
CALR4P	CALR4P	ENSG00000227742	1	CALR4P
CALU	CALU	ENSG00000128595	7	CALU
CALY	CALY	ENSG00000130643	10	CALY
CAMK1	CAMK1	ENSG00000134072	3	CAMK1
CAMK1D	CAMK1D	ENSG00000183049	10	CAMK1D
CAMK2A	CAMK2A	ENSG00000070808	5	CAMK2A
CAMK2B	CAMK2B	ENSG00000058404	7	CAMK2B
CAMK2D	CAMK2D	ENSG00000145349	4	CAMK2D
CAMK2G	CAMK2G	ENSG00000148660	10	CAMK2G
CAMK2N1	CAMK2N1	ENSG00000162545	1	CAMK2N1
CAMK2N2	CAMK2N2	ENSG00000163888	3	CAMK2N2
CAMK4	CAMK4	ENSG00000152495	5	CAMK4
CAMKK1	CAMKK1	ENSG00000004660	17	CAMKK1
CAMKK2	CAMKK2	ENSG00000110931	12	CAMKK2
CAMKMT	CAMKMT	ENSG00000143919	2	CAMKMT
CAMKV	CAMKV	ENSG00000164076	3	CAMKV
CAMLG	CAMLG	ENSG00000164615	5	CAMLG
CAMP	CAMP	ENSG00000164047	3	CAMP
CAMSAP1	CAMSAP1	ENSG00000130559	9	CAMSAP1
CAMSAP2	CAMSAP2	ENSG00000118200	1	CAMSAP2
CAMSAP3	CAMSAP3	ENSG00000076826	19	CAMSAP3
CAMTA1	CAMTA1	ENSG00000171735	1	CAMTA1
CAMTA1-IT1	CAMTA1-IT1	ENSG00000237402	1	CAMTA1-IT1
CAMTA2	CAMTA2	ENSG00000108509	17	CAMTA2
CAND1	CAND1	ENSG00000111530	12	CAND1
CAND2	CAND2	ENSG00000144712	3	CAND2
CANT1	CANT1	ENSG00000171302	17	CANT1
CANX	CANX	ENSG00000283777	CHR_HG30_PATCH	CANX
CAP1	CAP1	ENSG00000131236	1	CAP1
CAP1P2	CAP1P2	ENSG00000232004	10	CAP1P2
CAP2	CAP2	ENSG00000112186	6	CAP2
CAP2P1	CAP2P1	ENSG00000259151	14	CAP2P1
CAPG	CAPG	ENSG00000042493	2	CAPG
CAPN1	CAPN1	ENSG00000014216	11	CAPN1
CAPN10	CAPN10	ENSG00000142330	2	CAPN10
CAPN10-AS1	NA	NA	NA	CAPN10-AS1
CAPN12	CAPN12	ENSG00000182472	19	CAPN12
CAPN13	CAPN13	ENSG00000162949	2	CAPN13
CAPN14	CAPN14	ENSG00000214711	2	CAPN14
CAPN15	CAPN15	ENSG00000282214	CHR_HSCHR16_CTG2	CAPN15
CAPN2	CAPN2	ENSG00000162909	1	CAPN2
CAPN3	CAPN3	ENSG00000092529	15	CAPN3
CAPN5	CAPN5	ENSG00000149260	11	CAPN5
CAPN6	CAPN6	ENSG00000077274	X	CAPN6
CAPN7	CAPN7	ENSG00000131375	3	CAPN7
CAPN8	CAPN8	ENSG00000203697	1	CAPN8
CAPN9	CAPN9	ENSG00000135773	1	CAPN9
CAPNS1	CAPNS1	ENSG00000126247	19	CAPNS1
CAPNS2	CAPNS2	ENSG00000256812	16	CAPNS2
CAPRIN1	CAPRIN1	ENSG00000135387	11	CAPRIN1
CAPRIN2	CAPRIN2	ENSG00000110888	12	CAPRIN2
CAPS	CAPS	ENSG00000105519	19	CAPS
CAPS2	CAPS2	ENSG00000180881	12	CAPS2
CAPSL	CAPSL	ENSG00000152611	5	CAPSL
CAPZA1	CAPZA1	ENSG00000116489	1	CAPZA1
CAPZA2	CAPZA2	ENSG00000198898	7	CAPZA2
CAPZA3	CAPZA3	ENSG00000177938	12	CAPZA3
CAPZB	CAPZB	ENSG00000077549	1	CAPZB
CARD11	CARD11	ENSG00000198286	7	CARD11
CARD14	CARD14	ENSG00000141527	17	CARD14
CARD16	CARD16	ENSG00000204397	11	CARD16
CARD18	CARD18	ENSG00000255501	11	CARD18
CARD6	CARD6	ENSG00000132357	5	CARD6
CARD8	CARD8	ENSG00000105483	19	CARD8
CARD9	CARD9	ENSG00000187796	9	CARD9
CARF	CARF	ENSG00000138380	2	CARF
CARHSP1	CARHSP1	ENSG00000153048	16	CARHSP1
CARKD	NA	NA	NA	CARKD
CARM1	CARM1	ENSG00000142453	19	CARM1
CARNS1	CARNS1	ENSG00000172508	11	CARNS1
CARS	CARS	ENSG00000278191	CHR_HSCHR11_1_CTG7	CARS
CARS-AS1	CARS-AS1	ENSG00000282355	CHR_HSCHR11_1_CTG7	CARS-AS1
CARS2	CARS2	ENSG00000134905	13	CARS2
CARSP1	CARSP1	ENSG00000271232	15	CARSP1
CASC1	CASC1	ENSG00000118307	12	CASC1
